word,ipa
cor,kɔɹ
corban,kɔɹbən
corbitt,kɔɹbɪt
cordage,kɔɹdədʒ
cordial,kɔɹdʒəɫ
cordless,kɔɹdɫəs
cordovez,kɔɹdoʊvɛz
corel,kɔɹɛɫ
corette,kɔɹɛt
corinth,kɔɹənθ
corkern,kɔɹkɝn
corky,kɔɹki
cormac,kɔɹmək
cormorants,kɔɹmɝənts
cornea,kɔɹniə
corneliuson,kɔɹnɪɫiusən
cornet,kɔɹnɛt
cornforth,kɔɹnfɝθ
corning,kɔɹnɪŋ
cornwall,kɔɹnwɔɫ
coronas,kɝoʊnəz
corp,kɔɹp
corporacion,kɔɹpɝɑsioʊn
corporations,kɔɹpɝeɪʃənz
corpsman,kɔɹmən
corrales,kɝɑɫɛs
correction,kɝɛkʃən
correlate,kɔɹəɫeɪt
corrente,kɝɛnti
corresponds,kɔɹəspɑndz
corrigible,kɔɹədʒəbəɫ
corroborative,kɝɑbɹətɪv
corrugated,kɔɹəɡeɪtɪd
corry,kɔɹi
corsetti,kɝsɛti
corte,kɔɹt
cortesi,kɝtɛsi
cortine,kɔɹtin
corva,kɔɹvə
corzo,kɔɹzoʊ
cosens,koʊsənz
cosic,koʊsɪk
cosmetically,kɔzmɛtɪkɫi
cosmonauts,kɔzmənɔts
cossack,kɔsək
cost,kɑst
costanza,koʊstɑnzə
costella,kɔstɛɫə
costley,kɑstɫi
costs,kɑsts
cosy,koʊzi
cothren,kɑθɝən
coto,koʊtoʊ
cottam,kɑtəm
cotto,koʊtoʊ
cottonseed,kɑtənsid
couch,kaʊtʃ
coufal,kufæɫ
coughlin,kɔɡɫɪn
coulombe,kaʊɫoʊmbi
councilman,kaʊnsəɫmən
counsel,kaʊnsəɫ
counselman,kaʊnsəɫmən
counted,kaʊntɪd
counterattacking,kaʊntɝətækɪŋ
countercharge,kaʊntɝtʃɑɹdʒ
counterespionage,kaʊntɝɛspiənɑdʒ
counterinsurgencies,kaʊntɝɪnsɝdʒənsiz
counteroffensives,kaʊntɝɔfɛnsɪvz
counterproposals,kaʊntɝpɹəpoʊzəɫz
countersuit,kaʊntɝsut
counterweight,kaʊntɝweɪt
countries,kəntɹiz
county,kaʊnti
coupled,kəpəɫd
couponing,kupɑnɪŋ
courage,kɝədʒ
couriers,kɝiɝz
coursing,kɔɹsɪŋ
courtemanche,kɔɹtmɑnʃ
courtier,kɔɹtiɝ
courts,kɔɹts
cousens,kaʊsənz
cousy,kuzi
couvillon,kuviɫɔn
covault,koʊvɔɫt
covenanters,kəvənəntɝz
coverages,kəvɝədʒɪz
coverings,kəvɝɪŋz
covets,kəvəts
covitz,koʊvɪts
cowardly,kaʊɝdɫi
cowdery,kaʊdɝi
cowering,kaʊɝɪŋ
cowl,kaʊɫ
cowman,kaʊmən
cowslip,kaʊsɫɪp
coyle,kɔɪɫ
cozad,koʊzəd
cozzens,kɑzənz
crabbs,kɹæbz
crack,kɹæk
cracking,kɹækɪŋ
crader,kɹeɪdɝ
crafted,kɹæftɪd
craftsmen,kɹæftsmɛn
cragin,kɹædʒɪn
craigslist,kɹeɪɡzɫɪst
cramers,kɹeɪmɝz
cramps,kɹæmps
crane,kɹeɪn
cranford,kɹænfɝd
cranley,kɹænɫi
cranston,kɹænstən
crary,kɝɛɹi
crassweller,kɹæswɛɫɝ
cratty,kɹæti
craves,kɹeɪvz
crawl,kɹɔɫ
cray,kɹeɪ
crazed,kɹeɪzd
creagh,kɹiɡ
creamier,kɹimiɝ
creason,kɹisən
creationism,kɹieɪʃənɪzəm
creature,kɹitʃɝ
credenza,kɹədɛnzə
creditanstalt,kɹɛdɪtənʃtɔɫt
creditors,kɹɛdɪtɝz
cree,kɹi
creekmore,kɹikmɔɹ
creepy,kɹipi
crego,kɹɛɡoʊ
creme,kɹim
creoles,kɹioʊɫz
cresap,kɹɛsəp
crespi,kɹɛspi
cresswell,kɹɛswɛɫ
cretaceous,kɹɪteɪʃɪs
creveling,kɹɛvəɫɪŋ
crewes,kɹuz
cribs,kɹɪbz
cried,kɹaɪd
crim,kɹɪm
criminalist,kɹɪmənəɫɪst
criminals,kɹɪmənəɫz
crimps,kɹɪmps
cripple,kɹɪpəɫ
crisci,kɹɪsi
crisler,kɹɪsɫɝ
crispina,kɹispinə
crisscrossed,kɹɪskɹɔst
cristianis,kɹɪstiɑniz
critchley,kɹɪtʃɫi
critically,kɹɪtɪkəɫi
critique,kɹətik
critters,kɹɪtɝz
croak,kɹoʊk
croatians,kɹoʊeɪʃənz
crocker,kɹɑkɝ
croff,kɹɔf
croissants,kwɑsɑnts
cromartie,kɹɑmɑɹti
cronan,kɹoʊnən
cronkhite,kɹɑŋkhaɪt
crooked-leg,kɹʊkədɫɛɡ
crooms,kɹumz
cropped,kɹɑpt
crosbys,kɹɔzbiz
cross-pollinate,kɹɔspɑɫəneɪt
crosscurrent,kɹɔskɝənt
crossfire,kɹɔsfaɪɹ
crossno,kɹoʊsnoʊ
crossville,kɹɑsvɪɫ
croswell,kɹɑswɛɫ
crotzer,kɹoʊtzɝ
crout,kɹaʊt
crowbar,kɹoʊbɑɹ
crowe,kɹoʊ
crown,kɹaʊn
crows,kɹoʊz
cruces,kɹusiz
cruddy,kɹədi
cruelest,kɹuɫəst
cruise,kɹuz
crumbaugh,kɹəmbɔ
crumitie,kɹumɪti
crumpled,kɹəmpəɫd
crunching,kɹəntʃɪŋ
crusan,kɹuzən
crust,kɹəst
crutches,kɹətʃɪz
cruzan,kɹuzən
cryer,kɹaɪɝ
cryptoclearance,kɹɪptoʊɫɪɹəns
crystallizing,kɹɪstəɫaɪzɪŋ
cspi,siɛspiaɪ
cuban,kjubən
cubics,kjubɪks
cucchiara,kukiɑɹə
cucumbers,kjukəmbɝz
cude,kjud
cuenca,kwɛnkə
cuffed,kəft
cuisine,kwɪzin
culex,kjuɫɛks
culler,kəɫɝ
cullimore,kəɫimɔɹ
cullom,kəɫəm
culminating,kəɫməneɪtɪŋ
cults,kəɫts
culton,kəɫtən
culvahouse,kəɫvəhaʊs
cumberbatch,kəmbɝbætʃ
cumings,kumɪŋz
cumulative,kjumjəɫətɪv
cuneiform,kjuniəfɔɹm
cunninghams,kənɪŋhæmz
cups,kəps
cupit,kjupɪt
curable,kjʊɹəbəɫ
curators,kjʊɹətɝz
curbs,kɝbz
cured,kjʊɹd
curing,kjʊɹɪŋ
curl,kɝɫ
curlin,kɝɫɪn
curragh,kɝə
current,kɑɹənt
curriculum,kɝɪkjəɫəm
curry,kɝi
cursor,kɝsɝ
curtains,kɝtənz
curts,kɝts
curzio,kɝzioʊ
cushioned,kʊʃənd
cusimano,kusimɑnoʊ
cuss,kəs
custodians,kəstoʊdiənz
customizable,kəstəmaɪzəbəɫ
cutaway,kətəweɪ
cuter,kjutɝ
cutlass,kətɫəs
cutouts,kətaʊts
cutshaw,kətʃɔ
cutts,kəts
cwiertnia,kwiɹtniə
cyanamid,saɪænəmɪd
cyberporn,saɪbɝpɔɹn
cycads,saɪkædz
cyclical,sɪkɫɪkəɫ
cyclists,saɪkɫɪsts
cyclotron,saɪkɫətɹɑn
cylinder,sɪɫəndɝ
cynical,sɪnɪkəɫ
cynwyd,sɪnwɪd
cypriot,sɪpɹiət
cyrenius,səɹiniəs
cytherea,sɪθɝiə
czajkowski,tʃaɪkɔfski
czars,zɑɹz
czekajewski,tʃɛkəjɛwski
d.,di
dalessandrini,dɑɫɛsɑndɹini
damico,dæmikoʊ
delectricite,dəɫɛktɹɪsɪteɪ
divoire,divwɑɹ
das,dieɪz
dabbles,dæbəɫz
dace,deɪs
dacruz,dɑkɹuz
daddario,dɑdɑɹioʊ
dadisman,dædɪsmən
daenzer,dɛnzɝ
dafoe,dæfoʊ
dager,deɪɡɝ
dagon,deɪɡən
dahle,dɑəɫ
dahlstrom,dɑɫstɹəm
dahrain,dəɹeɪn
daigrepont,deɪɡɹɪpɑnt
daimler,deɪmɫɝ
dainty,deɪnti
daisys,deɪziz
dakotan,dəkoʊtən
dalbec,dæɫbɪk
dalesio,dəɫisioʊ
dalgleish,dæɫɡɫɪʃ
dalla,dæɫə
dallmann,dɔɫmən
dalonzo,dəɫɑnzoʊ
dalziel,dæɫziɫ
damages,dæmɪdʒɪz
dambacher,dæmbɑkɝ
dameron,dɑmɛɹɔn
daminozide,dæmɪnəzaɪd
dammen,dæmən
damocles,dæməkɫiz
dampened,dæmpənd
damrow,dæmɹoʊ
danby,dænbi
dances,dænsɪz
dandrea,dændɹiə
danella,dənɛɫə
danger,deɪndʒɝ
dangled,dæŋɡəɫd
danielss,dænjəɫzɪz
danjub,dændʒub
danko,dæŋkoʊ
dannen,dænən
danser,dænsɝ
danstett,dænstɛt
dantuono,dɑntwoʊnoʊ
danzig,dænzɪɡ
daponte,dɑpoʊnteɪ
darbys,dɑɹbiz
daredevil,dɛɹdɛvəɫ
dargis,dɑɹɡɪs
darken,dɑɹkən
darland,dɑɹɫənd
darmstadt,dɑɹmstæt
darocha,dɑɹoʊkə
darrington,dæɹɪŋtən
dartboard,dɑɹtbɔɹd
dartt,dɑɹt
dasa,dæsə
dash,dæʃ
dashing,dæʃɪŋ
dassaults,dæsɔɫts
database,deɪtəbeɪs
datacomp,deɪtəkɑmp
datapoints,dætəpɔɪnts
dataquests,deɪtəkwɛsts
dates,deɪts
datron,dætɹən
datum,deɪtəm
dauch,daʊtʃ
daughter,dɔtɝ
daughtry,dɔtɹi
dauphinais,doʊfɪneɪ
davao,dəvoʊ
davey,deɪvi
davidow,dævɪdoʊ
davinci,dəvɪntʃi
davitt,dəvɪt
dawdy,dɔdi
daws,dɔz
day-to-day,deɪtudeɪ
daydreamed,deɪdɹimd
daynard,deɪnɝd
daywalt,deɪwəɫt
dbase,dibeɪs
deaconess,dikənəs
deadbolt,dɛdboʊɫt
deadline,dɛdɫaɪn
deadwyler,dɛdwaɪɫɝ
deakin,dikɪn
dealers,diɫɝz
dealmaking,diɫmeɪkɪŋ
deandreas,dædɹiəz
dearer,dɪɹɝ
dearth,dɝθ
deatherage,dɛθɝɪdʒ
deaver,divɝ
debarros,deɪbɑɹoʊz
debate,dəbeɪt
debauchery,dəbɔtʃɝi
debenedetto,dɪbɛnədɛtoʊ
debiase,dɪbiɑsi
deblock,dɛbɫək
debold,dɛboʊɫd
deborde,dɪbɔɹd
debris,dəbɹi
debtholder,dɛthoʊɫdɝ
debunk,dɪbəŋk
debut,deɪbju
decade,dɛkeɪd
decaffeinated,dikæfəneɪtɪd
decant,dəkænt
decarli,dɪkɑɹɫi
decay,dɪkeɪ
decedents,dɛsidənts
decelerated,dɪsɛɫɝeɪtɪd
decently,disəntɫi
decertified,disɝtəfaɪd
dechine,dɛtʃɪn
decides,dɪsaɪdz
decimation,dɛsəmeɪʃən
decisions,dɪsɪʒənz
decking,dɛkɪŋ
declared,dɪkɫɛɹd
declercqs,dəkɫɝks
declining,dɪkɫaɪnɪŋ
decom,dɛkɑm
decompression,dikəmpɹɛʃən
decontamination,dikəntæməneɪʃən
decorations,dɛkɝeɪʃənz
decoster,dɛkəstɝ
decrease,dikɹis
decreed,dɪkɹid
decristofaro,dɪkɹistoʊfɑɹoʊ
dederick,dɛdɝɪk
dedman,dɛdmən
deductible,dɪdəktəbəɫ
deed,did
deehan,diən
deen,din
deeper,dipɝ
deerman,dɪɹmən
deface,dɪfeɪs
defaulted,dɪfɔɫtɪd
defeated,dɪfitəd
defection,dɪfɛkʃən
defence,dɪfɛns
defenders,dɪfɛndɝz
defensive,dɪfɛnsɪv
deferments,dɪfɝmənts
defiant,dɪfaɪənt
deficits,dɛfɪsɪts
defines,dɪfaɪnz
deflate,dɪfɫeɪt
deflector,dɪfɫɛktɝ
defoor,dɛfʊɹ
deformities,dɪfɔɹmətiz
defrates,dɛfɝeɪts
defrost,dɪfɹɔst
defused,difjuzd
degaulle,dəɡɑɫ
degeneration,dɪdʒɛnɝeɪʃən
degidio,dɪdʒidioʊ
degradation,dɛɡɹədeɪʃən
degrange,dɛɡɹeɪndʒ
degregory,dɛɡɹɪɡɝi
deguzman,deɪɡuzmæn
dehm,dɛm
dehumanized,dɪhjumənaɪzd
deibert,daɪbɝt
deign,deɪn
deininger,daɪnɪŋɝ
deist,diɪst
dejager,dɛdʒeɪɡɝ
dejongh,dədʒɔŋ
deklerks,dəkɫɝks
delacruz,deɪɫɑkɹuz
delahunty,dɛɫəhənti
delano,dɛɫənoʊ
delariva,dɛɫɑɹivə
delaura,dɛɫɔɹə
delawares,dɛɫəwɛɹz
delbene,dɛɫbɪnə
delchamps,dɛɫtʃæmps
delegate,dɛɫəɡeɪt
delegations,dɛɫəɡeɪʃənz
deletes,dɪɫits
delft,dɛɫft
delgreco,dɛɫɡɹɛkoʊ
deliberate,dɪɫɪbɝeɪt
deliberations,dɪɫɪbɝeɪʃənz
delich,dɛɫɪk
delillo,dəɫɪɫoʊ
delinquent,dɪɫɪŋkwənt
delisted,diɫɪstɪd
deliveries,dɪɫɪvɝiz
dellaert,dɛɫɝt
delling,dɛɫɪŋ
delmeds,dɛɫmɛdz
deloatch,dɛɫoʊtʃ
delorenzo,dɛɫɔɹɛnzoʊ
delouis,dɛɫuiz
delphina,dɛɫfinə
delrina,dɛɫɹinə
deltadromeus,dɛɫtədɹoʊməs
delucca,dɛɫukə
deluise,dɛɫusi
delved,dɛɫvd
demagogic,dɛməɡɑdʒɪk
demand,dɪmænd
demarcations,dimɑɹkeɪʃənz
demario,dɪmɑɹioʊ
demas,diməs
dembinski,dɪmbɪnski
demeanour,dɪminɝ
demeree,dɛmɝi
demery,dɪmɝi
demichael,dɛmɪkɛɫ
demille,dɪmɪɫ
demish,dɛmɪʃ
demming,dɛmɪŋ
democracies,dɪmɑkɹəsiz
democratization,dɪmɑkɹətəzeɪʃən
demodulation,dimɑdʒəɫeɪʃən
demolishing,dɪmɑɫɪʃɪŋ
demonizing,dimənaɪzɪŋ
demonstrative,dɪmɑnstɹətɪv
demore,dɛmɔɹ
demott,dəmɑt
demure,dɪmjʊɹ
den,dɛn
denationalize,dɪnæʃənəɫaɪz
denden,dɛndən
denes,dinz
denham,dɛnəm
denies,dɪnaɪz
denison,dɛnɪsən
denko,dɛŋkoʊ
denmon,dɛnmən
dennin,dɛnɪn
denominate,dɪnɑməneɪt
denote,dɪnoʊt
dens,dɛnz
density,dɛnsɪti
dentals,dɛntəɫz
dentists,dɛntɪsts
dentremont,deɪntɹeɪmɑnt
denuclearized,dɪnukɫiɝaɪzd
denying,dɪnaɪɪŋ
deoliveira,diɑɫɪveɪɹɑ
depaola,dɪpaʊɫɑ
departments,dɪpɑɹtmənts
departs,dɪpɑɹts
depaz,dəpæz
dependents,dɪpɛndənts
depicted,dɪpɪktəd
depinto,dɪpintoʊ
deplored,dɪpɫɔɹd
depner,dɛpnɝ
deportations,dipɔɹteɪʃənz
deposit,dɪpɑzət
depositors,dəpɑzɪtɝz
depp,dɛp
deprecating,dɛpɹəkeɪtɪŋ
depree,dɪpɹi
depression,dɪpɹɛʃən
deprivation,dɛpɹəveɪʃən
deptula,dɪptuɫə
der,dɝ
deranged,dɪɹeɪndʒd
deregulate,diɹɛɡjəɫeɪt
derelicts,dɛɹəɫɪks
derida,dəɹidə
derington,dɝɪŋtən
derivative,dɝɪvɪtɪv
derleth,dɝɫɪθ
dermer,dɝmɝ
derocher,dɛɹəkɝ
derouin,dɝwin
derrington,dɛɹɪŋtən
derubeis,dɛɹəbaɪz
derwin,dɝwɪn
desalination,diseɪɫɪneɪʃən
desautel,dɛsoʊtəɫ
descended,dɪsɛndɪd
deschamps,dɛʃəmps
described,dɪskɹaɪbd
desecrate,dɛzəkɹeɪt
desegregated,dɪsɛɡɹɪɡeɪtɪd
desert,dɪzɝt
deserved,dɪzɝvd
deshields,dɛʃiɫdz
desiccation,dɛsəkeɪʃən
designation,dɛzɪɡneɪʃən
designing,dɪzaɪnɪŋ
desirable,dɪzaɪɝəbəɫ
desjardins,dɛsʒɑɹdɪnz
deslatte,dɪsɫæt
desmoplasia,dɛzmoʊpɫeɪʒiə
desousa,dɪsusə
desperate,dɛspɝɪt
despises,dɪspaɪzɪz
desrochers,deɪɹoʊʃɝz
desserts,dɪzɝts
destination,dɛstəneɪʃən
destroyers,dɪstɹɔɪɝz
destructs,dɪstɹəkts
detachment,ditætʃmənt
detain,dɪteɪn
detected,dɪtɛktəd
detemple,dɛtɪmpəɫ
deteriorates,dɪtɪɹiɝeɪts
determinations,dɪtɝmɪneɪʃənz
determining,dɪtɝmənɪŋ
detert,dɛtɝt
dethomas,dɪθoʊməz
detonate,dɛtəneɪt
detoured,ditʊɹd
detractor,ditɹæktɝ
detritus,dɪtɹaɪtəs
dettling,dɛtɫɪŋ
detzel,dɛtzəɫ
deuser,dɔɪsɝ
deutscher,dɔɪtʃɝ
devalle,dɪvæɫ
devaluing,dɪvæɫjuɪŋ
devaughn,dɛvɔn
developed,dɪvɛɫəpt
developmentally,dɪvɛɫəpmɛnəɫi
deveny,dɪvini
devey,dɪveɪ
deviation,divieɪʃən
devilish,dɛvɫɪʃ
devincent,deɪvinsənt
devins,dɛvɪnz
devivo,dɪvivoʊ
devonian,dɪvoʊniən
devotes,dɪvoʊts
devoutly,dɪvaʊtɫi
dewalt,duəɫt
deweerd,duɪɹd
dewing,duɪŋ
dewulf,duəɫf
dextrathoraphan,dɛkstɹəθɔɹəfən
deyton,dɪtɔn
dhaka,dækæ
dhiraj,dɪɹɑʒ
diabasic,daɪəbeɪsɪk
diacritics,daɪəkɹɪtəks
diagonal,daɪæɡənəɫ
dial,daɪɫ
dialog,daɪəɫɔɡ
diamagnetism,daɪəmæɡnɪtɪzəm
diamonds,daɪməndz
diaper,daɪpɝ
diario,daɪɛɹioʊ
diasonics,daɪəsɑnɪks
diatribe,daɪətɹaɪb
dibattista,dɪbɑtistɑ
dibiase,dibiɑsi
dic,dɪk
dicenzo,dɪsɛnzoʊ
dicicco,dɪsɪkoʊ
dickens,dɪkənz
dickers,dɪkɝz
dickinson,dɪkɪnsən
dicksteins,dɪkstaɪnz
dicta,dɪktɑ
dictator,dɪkteɪtɝ
dictum,dɪktəm
didi,didi
didomenico,dɪdoʊmɛnɪkoʊ
diede,did
diego-garcia,dieɪɡoʊɡɑɹsiə
dielectric,daɪəɫɛktɹɪk
dieringer,dɪɹɪndʒɝ
diesel,dizəɫ
dieterle,ditɝəɫ
dietrick,ditɹɪk
dievler,divɫɝ
diff,dɪf
different,dɪfɹənt
differentiating,dɪfɝɛntʃieɪtɪŋ
difficulties,dɪfɪkəɫtiz
diffuse,dɪfjuz
difonzo,dɪfɑnzoʊ
digenova,didʒɛnoʊvɑ
digestion,daɪdʒɛstʃən
diggle,dɪɡəɫ
digirolamo,dɪdʒɪɹoʊɫɑmoʊ
digiti,dɪdʒətaɪ
dignan,dɪɡnən
digresses,daɪɡɹɛsɪz
dijon,diʒoʊn
dilatory,dɪɫətɔɹi
dilella,dɪɫɛɫɑ
dilg,dɪɫɡ
dill,dɪɫ
dille,dɪɫ
dillie,dɪɫi
dills,dɪɫz
dilsaver,dɪɫsəvɝ
dilutes,daɪɫuts
dim,dɪm
dimarzio,dɪmɑɹzioʊ
dimenaci,dɪmɛətʃi
dimetapp,daɪmətæp
diminishment,dɪmɪnɪʃmənt
dimitruk,dɪmitɹʊk
dimona,dɪmoʊnɑ
dimunition,dɪmjunɪʃən
dinatale,dinɑtɑɫi
dinesh,dɪnɛʃ
dingham,dɪŋəm
dingus,dɪŋɡɪs
dinkel,dɪŋkəɫ
dinnerware,dɪnɝwɛɹ
dinse,dɪns
diodati,dioʊdɑti
diorio,diɔɹioʊ
dipalma,dɪpɑɫmə
dipiazza,dɪpiɑtsɑ
diplomats,dɪpɫəmæts
dipping,dɪpɪŋ
dire,daɪɝ
directing,dɝɛktɪŋ
directional,dɪɹɛkʃɪnəɫ
directive,dɝɛktɪv
directly,dɪɹɛkɫi
directors,dɝɛktɝz
directorial,diɹɛktɔɹiəɫ
directors,dɝɛktɝz
directorships,dɪɹɛktɝʃɪps
directv,dɝɛktivi
dirks,dɝks
dirtiest,dɝtiəst
disability,dɪsəbɪɫɪtiz
disadvantage,dɪsədvænɪdʒ
disagree,dɪsəɡɹi
disallowed,dɪsəɫaʊd
disappearance,dɪsəpɪɹəns
disappointed,dɪsəpɔɪnɪd
disapprove,dɪsəpɹuv
disarray,dɪsɝeɪ
disastrously,dɪzæstɹəsɫi
disbelief,dɪsbɪɫif
disc,dɪsk
discerning,dɪsɝnɪŋ
discharging,dɪstʃɑɹdʒɪŋ
disciplined,dɪsəpɫənd
disclose,dɪskɫoʊz
discolorations,dɪskəɫɝeɪʃənz
disconnect,dɪskənɛkt
discontinuance,dɪskəntɪnjuəns
discotheques,dɪskoʊtɛks
discounting,dɪskaʊntɪŋ
discourse,dɪskɔɹs
discovering,dɪskəvɝɪŋ
discredits,dɪskɹɛdəts
discriminated,dɪskɹɪməneɪtɪd
discussed,dɪskəst
disdains,dɪsdeɪnz
disembodied,dɪsɪbɑdid
disengagement,dɪsɪnɡeɪdʒmənt
disfiguring,dɪsfɪɡjɝɪŋ
disgruntling,dɪsɡɹəntəɫɪŋ
disgusts,dɪsɡəsts
dishes,dɪʃəz
dishonesty,dɪsɑnəsti
disillusioning,dɪsɪɫuʒənɪŋ
disinfectant,dɪsɪnfɛktənt
disintegrate,dɪsɪntəɡɹeɪt
disinvestment,dɪsɪnvɛstmənt
disks,dɪsks
dislodged,dɪsɫɑdʒd
dismantlement,dɪsmæntəɫmənt
dismembered,dɪsmɛmbɝd
dismore,dɪsmɔɹ
disobedient,dɪsəbidiənt
disorganize,dɪsɔɹɡənaɪz
disparaged,dɪspɛɹɪdʒd
dispatch,dɪspætʃ
dispell,dɪspɛɫ
dispenser,dɪspɛnsɝ
dispersing,dɪspɝsɪŋ
displacing,dɪspɫeɪsɪŋ
disposable,dɪspoʊzəbəɫ
dispositions,dɪspəzɪʃənz
disputable,dɪspjutəbəɫ
disqualify,dɪskwɑɫəfaɪ
disrepair,dɪsɹɪpɛɹ
disrupting,dɪsɹəptɪŋ
dissected,daɪsɛktəd
disseminate,dɪsɛməneɪt
dissenters,dɪsɛnɝz
dissidents,dɪsədənts
dissipative,dɪsəpeɪtɪv
dissonance,dɪsənəns
distances,dɪstənsəz
distemper,dɪstɛmpɝ
distiller,dɪstɪɫɝ
distinction,dɪstɪŋkʃən
distinguishing,dɪstɪŋɡwɪʃɪŋ
distracted,dɪstɹæktəd
distressing,dɪstɹɛsɪŋ
distributors,dɪstɹɪbjutɝz
distron,dɪstɹɑn
disturbed,dɪstɝbd
ditches,dɪtʃɪz
ditmars,dɪtmɝz
dittman,dɪtmən
ditullio,dɪtəɫioʊ
divall,dɪvəɫ
diver,daɪvɝ
diverging,daɪvɝdʒɪŋ
diversified,dɪvɝsəfaɪd
diversions,dɪvɝʒənz
diverting,daɪvɝtɪŋ
divestiture,dɪvɛstɪtʃɝ
divi,divi
divincenzo,dɪvintʃɛnzoʊ
divis,divɪs
divison,dɪvɪʒən
divulge,daɪvəɫdʒ
dix,dɪks
dizzy,dɪzi
dlouhy,dəɫaʊi
dnc,diɛnsi
doanh,doʊn
dobbs,dɑbz
dobies,doʊbiz
dobosz,dɑbəʃ
dobrowolski,dəbɹaʊoʊɫski
dobyns,doʊbɪnz
docility,dɑsɪɫəti
dockets,dɑkəts
dockson,dɑksən
doctoral,dɑktɝəɫ
doctrine,dɔktɝɪn
documentaries,dɑkjumɛntɝiz
documented,dɑkjumɛntəd
doddering,dɑdɝɪŋ
dodgers,dɑdʒɝz
dodrill,dɑdɹəɫ
doell,doʊɫ
doernberg,dɔɹnbɝɡ
doetsch,doʊtʃ
doge,doʊdʒ
doggerel,dɑɡɝəɫ
dogle,dɑɡəɫ
dogs,dɔɡz
dohman,doʊmən
doi,dɔɪ
doke,doʊk
dolbow,doʊɫboʊ
dolecki,dəɫɛtski
dolfi,doʊɫfi
dolls,dɑɫz
dollars,dɔɫɝz
dollison,dɑɫɪsən
dolomites,doʊɫəmaɪts
dom,dɑm
domas,doʊməs
domed,doʊmd
domenick,dɑmɪnɪk
domesticating,dəmɛstəkeɪtɪŋ
dominate,dɑməneɪt
dominelli,doʊmɪnɛɫi
dominics,dɑmənɪks
domino,dɑmənoʊ
dommer,dɑmɝ
donts,doʊnts
donahue,dɑnəju
donapria,dənæpɹiə
donati,doʊnɑti
dondero,doʊndɛɹoʊ
doney,dɑni
donizetti,dɑnəzɛti
donnas,dɑnəz
donnelleys,dɑnɛɫiz
donoghue,dɑnəju
donor,doʊnɝ
donvan,dɑnvən
doolan,duɫən
doomsayer,dumseɪɝ
doordarshan,duɹdɑɹʃən
doornbos,dɔɹnboʊz
dopamine,dɑpəmaɪn
doral,dɔɹæɫ
dore,dɔɹ
dorf,dɔɹf
dorio,dɔɹioʊ
dormant,dɔɹmənt
dornan,dɔɹnɪn
doro,dɔɹoʊ
dorrell,dɔɹeɪɫ
dorsett,dɔɹsɪt
dorwart,dɔɹwɔɹt
doser,doʊsɝ
dosimeters,doʊsɪmətɝz
dossier,dɔsieɪ
dostoevsky,dɔstɔɪɛvski
dotson,dɑtsən
dotzler,dɑtsɫɝ
doubles,dəbəɫz
doubter,daʊtɝ
doucette,dusɛt
dougan,duɡən
dougherty,doʊɝti
dougl,duɡəɫ
doused,daʊst
dov,dɑv
dovetail,dəvteɪɫ
dowd,daʊd
dowel,daʊəɫ
dowler,daʊɫɝ
downed,daʊnd
downgraded,daʊnɡɹeɪdəd
downloaded,daʊnɫoʊdɪd
downpours,daʊnpɔɹz
downsizes,daʊnsaɪzɪz
downtowns,daʊntaʊnz
downvoting,daʊnvoʊtɪŋ
dowty,daʊti
doyenne,dɔɪɛn
dqalpha,dikjuæɫfə
drabik,dɹɑbɪk
draco,dɹækoʊ
draftee,dɹæfti
drag,dɹæɡ
drago,dɹɑɡoʊ
drags,dɹæɡz
drainer,dɹeɪnɝ
dram,dɹæm
dramatizations,dɹæmətəzeɪʃənz
draney,dɹeɪni
drapes,dɹeɪps
draus,dɹɔz
drawbridge,dɹɔbɹɪdʒ
drawls,dɹɔɫz
dreadfully,dɹɛdfəɫi
dreamlike,dɹimɫaɪk
drechsel,dɹɛksəɫ
drees,dɹiz
dreis,dɹiz
drennon,dɹɛnən
dresen,dɹizən
dressers,dɹɛsɝz
dressy,dɹɛsi
dreyer,dɹeɪɝ
dribbling,dɹɪbɫɪŋ
drifta,dɹɪftə
driggs,dɹɪɡz
drinas,dinəz
drinks,dɹɪŋks
driscoll,dɹɪskəɫ
driven,dɹɪvən
drizzle,dɹɪzəɫ
droessler,dɹoʊsɫɝ
droll,dɹoʊɫ
dromon,dɹoʊmən
droop,dɹup
droplet,dɹɑpɫət
droppings,dɹɑpɪŋz
drought,dɹaʊt
drowning,dɹaʊnɪŋ
drub,dɹəb
drudgery,dɹədʒɝi
druggists,dɹəɡəsts
druids,dɹuɪdz
drummers,dɹəmɝz
drunkard,dɹəŋkɝd
drusie,dɹəsi
dryers,dɹaɪɝz
dsouza,dəsuzə
dualist,duəɫɪst
duba,dubə
dubcek,dəbtʃɛk
dubicki,dəbɪtski
dubis,dubɪs
dubow,duboʊ
dubrovsky,dubɹɔfski
duca,dukə
duchene,dəkin
ducks,dəks
ducksworth,dəkswɝθ
ductile,dəktəɫ
dudayev,dudaɪɛv
dudenhoeffer,dədɪnhoʊfɝ
due,dju
duell,dʒuɫ
duerksen,dʊɹksən
duet,djuɛt
duffee,dəfi
duffner,dəfnɝ
dufrane,dəfɹeɪn
dugdale,dəɡdeɪɫ
duguid,dəɡwɪd
duis,dijuaɪz
dukart,dəkɑɹt
dulac,dəɫæk
dulcine,dəɫsɪn
duller,dəɫɝ
dulwich,dəɫwɪtʃ
dumas,dumɑ
