word,ipa
caens,kænz
cafe,kəfeɪ
cahan,kæhən
cai,kaɪ
cains,keɪnz
caire,kɛɹ
cakes,keɪks
cakes,keɪks
cala,kɑɫə
calaf,kæɫəf
cale,keɪɫ
calef,kæɫɪf
caler,keɪɫɝ
cales,keɪɫz
calf,kæf
cali,kɑɫi
call,kɔɫ
calls,kɔɫz
calle,keɪɫ
calls,kɔɫz
cally,kæɫi
calm,kɑm
calms,kɑɫmz
calo,kɑɫoʊ
calor,kæɫɝ
cams,kæmz
camby,kæmbi
came,keɪm
camhi,kæmhi
camp,kæmp
campa,kæmpə
campi,kæmpi
camps,kæmps
camus,kæmɪs
can,kæn
cans,kænz
cana,kænə
canal,kənæɫ
cane,keɪn
caned,keɪnd
cano,kɑnoʊ
canon,kænən
cans,kænz
canty,kænti
cao,kaʊ
cap,kæp
caped,keɪpt
capek,kæpɪk
capo,kɑpoʊ
cappa,kæpə
capps,kæps
capri,kæpɹi
caps,kæps
caput,kəpʊt
caq,kæk
car,kɑɹ
caras,kɛɹəz
carat,kɛɹət
carbs,kɑɹbz
carby,kɑɹbi
card,kɑɹd
carda,kɑɹdə
cards,kɑɹdz
care,kɛɹ
cared,kɛɹd
carer,kɛɹɝ
carle,kɑɹəɫ
carll,kɑɹɫ
carn,kɑɹn
carne,kɑɹn
carns,kɑɹnz
carob,kɛɹəb
carrs,kɑɹz
carre,kɑɹ
cars,kɑz
carse,kɑɹs
carta,kɑɹtə
carts,kɑɹts
carve,kɑɹv
casa,kɑsə
casad,kæsəd
casal,kɑsɑɫ
casas,kɑsəz
case,keɪs
caul,kɔɫ
caulk,kɔk
cause,kɑz
cave,keɪv
caved,keɪvd
cavin,kævɪn
caw,kɔ
cay,keɪ
cayce,keɪs
cayes,keɪz
cc,sisi
cds,sidiz
cea,siə
ceara,siɹə
cebus,sibuz
cece,sis
cech,sɛk
ceco,sikoʊ
ceded,sidəd
cel,siiɛɫ
cele,siɫ
celis,sɛɫɪs
cell,sɛɫ
cella,sɛɫə
celli,tʃɛɫi
cells,sɛɫz
cels,sɛɫz
celt,sɛɫt
celts,sɛɫts
cents,sɛns
cep,sɛp
cera,sɛɹə
ceres,sɪɹiz
cero,sɛɹoʊ
cerra,sɛɹə
ceryl,sɛɹəɫ
chafe,tʃeɪf
chaff,tʃæf
chai,tʃaɪ
chaim,haɪɪm
chait,tʃeɪt
chalk,tʃɑk
cham,tʃæm
chans,tʃænz
chao,tʃaʊ
chapa,tʃɑpə
chapp,tʃæp
chart,tʃɑɹt
chary,tʃɑɹi
chasm,kæzəm
chat,tʃæt
chatz,tʃæts
chaus,tʃaʊs
chaw,tʃɔ
chazz,tʃɑz
ches,tʃeɪz
cheap,tʃip
check,tʃɛk
chef,ʃɛf
cheil,tʃaɪɫ
chek,tʃɛk
chell,tʃɛɫ
chema,tʃɛmɑ
chemi,kɛmi
chemo,kimoʊ
chens,tʃɛnz
chert,tʃɝt
chevy,tʃɛvi
chewy,tʃui
chez,tʃɛz
chic,ʃik
chick,tʃɪk
chile,tʃɪɫi
chinh,tʃɪn
chip,tʃɪp
chips,tʃɪps
chit,tʃɪt
chiu,tʃu
choat,tʃoʊt
chock,tʃɑk
choe,tʃoʊ
choir,kwaɪɝ
chok,tʃɑk
chomp,tʃɑmp
chook,tʃuk
choon,tʃun
chord,kɔɹd
choy,tʃɔɪ
chris,kɹɪs
chua,kuə
chuah,tʃuɑ
chuba,tʃubə
chubb,tʃəb
chubu,tʃubu
chug,tʃəɡ
chula,tʃuɫə
chump,tʃəmp
chuns,tʃənz
chunk,tʃəŋk
chura,tʃʊɹə
chuse,tʃjuz
chute,ʃut
cian,ʃin
ciani,tʃɔni
ciao,tʃaʊ
ciba,saɪbə
cicco,sɪkoʊ
cider,saɪdɝ
cie,siaɪi
cieri,siɹi
cifra,sɪfɹɑ
ciga,siɡɑ
cigna,sɪɡnɑ
cihak,sɪhək
cilag,sɪɫæɡ
cima,tʃimə
cina,tʃinə
cini,tʃini
cisar,sɪsɑɹ
cist,sɪst
cites,saɪts
citi,sɪti
city,sɪti
civet,sɪvət
clack,kɫæk
clad,kɫæd
clagg,kɫæɡ
clam,kɫæm
clamp,kɫæmp
clank,kɫæŋk
clapp,kɫæp
claps,kɫæps
clar,kɫɑɹ
clary,kɫɛɹi
clasp,kɫæsp
class,kɫæs
claus,kɫɔz
claws,kɫɔz
cleah,kiə
cleat,kɫit
cleek,kɫik
clef,kɫɛf
clegg,kɫɛɡ
clerc,kɫɝk
clerk,kɫɝk
cleva,kɫivə
clif,kɫɪf
clift,kɫɪft
clim,kɫɪm
climb,kɫaɪm
cline,kɫaɪn
clini,kɫini
clink,kɫɪŋk
clio,kɫioʊ
clips,kɫɪps
cloak,kɫoʊk
cloe,kɫoʊ
cloey,kɫoʊi
cloke,kɫoʊk
clos,kɫɑs
close,kɫoʊz
closs,kɫɔs
clott,kɫɑt
cloud,kɫaʊd
clout,kɫaʊt
clow,kɫoʊ
clown,kɫaʊn
cloy,kɫɔɪ
club,kɫəb
clubb,kɫəb
clubs,kɫəbz
cluck,kɫək
clue,kɫu
clum,kɫəm
clune,kɫun
clunk,kɫəŋk
clyte,kɫaɪt
clyve,kɫaɪv
co,koʊ
coady,koʊdi
coals,koʊɫz
coals,koʊɫz
coan,koʊn
coast,koʊst
coats,koʊts
coax,koʊks
cob,kɑb
cobb,kɑb
cobbs,kɑbz
cobre,kɑbɹə
cobs,kɑbz
coby,koʊbi
cocca,koʊkə
cock,kɑk
codd,kɑd
codes,koʊdz
coder,koʊdɝ
codes,koʊdz
coed,koʊd
coeur,kuɹ
cofer,koʊfɝ
cohee,kɑhi
cohn,koʊn
coia,koʊjə
coil,kɔɪɫ
coils,kɔɪɫz
coins,kɔɪnz
coipa,kɔɪpə
coit,kɔɪt
cokes,koʊks
cokes,koʊks
colaw,koʊɫɔ
cold,koʊɫd
coles,koʊɫz
colee,koʊɫi
coler,koʊɫɝ
coles,koʊɫz
coli,koʊɫi
colla,koʊɫə
colle,koʊɫ
colly,kɑɫi
colm,koʊɫm
color,kəɫɝ
coms,kɑmz
comb,koʊm
comet,kɑmət
comfy,kəmfi
comly,kɑmɫi
comma,kɑmə
comp,kɑmp
con,kɑn
conca,kɑŋkə
conch,kɑntʃ
cones,koʊnz
cong,kɔŋ
conn,kɑn
conry,kɑnɹi
conte,kɔnt
cooed,kud
cook,kʊk
cool,kuɫ
coole,kuɫ
coone,kun
coons,kunz
coop,kup
coors,kuɹz
coos,kus
coote,kut
coots,kuts
copa,koʊpə
cope,koʊp
copes,koʊps
coppa,koʊpə
copps,kɑps
cops,kɑps
coras,kɔɹəz
corbu,kɔɹbu
corby,kɔɹbi
corda,kɔɹdə
cordy,kɔɹdi
corea,kɔɹiə
coren,kɔɹən
coria,kɔɹiə
cork,kɔɹk
corl,kɔɹɫ
corm,kɔɹm
corn,kɔɹn
corne,kɔɹn
corns,kɔɹnz
corps,kɔɹps
corps,kɔɹz
corr,kɔɹ
corsa,kɔsə
corse,kɔɹs
corsi,kɔɹsi
cort,kɔɹt
corti,kɔɹti
cos,kɔs
cosby,kɔzbi
cosey,koʊzi
cosic,kɑsɪk
cossa,kɔsə
cost,kɔst
coste,koʊst
costs,kɔsts
cot,kɑt
cote,koʊt
cott,kɑt
cotty,kɑti
coty,koʊti
cou,ku
couey,kui
cough,kɑf
coull,kaʊɫ
coup,ku
coups,ku
cour,kʊɹ
coury,kɔɹi
couse,kaʊs
cove,koʊv
cover,kəvɝ
coves,koʊvz
covey,kəvi
covy,kəvi
cows,kaʊz
cowan,kaʊən
cowen,kaʊən
cower,kaʊɝ
cowie,kaʊi
cows,kaʊz
cox,kɑks
coxe,kɑks
coye,kɔɪ
coyly,kɔɪɫi
coyne,kɔɪn
coz,kɑz
cozy,koʊzi
crabb,kɹæb
crace,kɹeɪs
crags,kɹæɡz
craib,kɹeɪb
crail,kɹeɪɫ
cram,kɹæm
cramp,kɹæmp
crank,kɹæŋk
craps,kɹæps
crase,kɹeɪz
crass,kɹæs
craw,kɹɔ
crays,kɹeɪz
crays,kɹeɪz
craze,kɹeɪz
crea,kɹi
creak,kɹik
creal,kɹiɫ
crear,kɹɪɹ
creed,kɹid
creel,kɹiɫ
creer,kɹɪɹ
cref,kɹɛf
creps,kɹɛps
cress,kɹɛs
crews,kɹuz
crews,kɹuz
crick,kɹɪk
crier,kɹaɪɝ
crill,kɹɪɫ
crime,kɹaɪm
crimi,kɹimi
crimm,kɹɪm
crimp,kɹɪmp
crip,kɹɪp
crisp,kɹɪsp
critz,kɹɪts
cro,kɹoʊ
crock,kɹɑk
croft,kɹɔft
croix,kɹɔɪ
croke,kɹoʊk
crom,kɹɑm
cron,kɹɑn
crone,kɹoʊn
cronk,kɹɑŋk
crook,kɹʊk
croom,kɹum
croon,kɹun
crop,kɹɑp
cropp,kɹɑp
crops,kɹɑps
crose,kɹoʊz
croup,kɹup
crows,kɹoʊz
cruce,kɹus
crud,kɹəd
crude,kɹud
cruea,kɹuiə
cruel,kɹuɫ
crull,kɹəɫ
crumb,kɹəm
crume,kɹum
crumm,kɹəm
crump,kɹəmp
cruse,kɹuz
crush,kɹəʃ
crye,kɹaɪ
crypt,kɹɪpt
cub,kəb
cubed,kjubd
cubs,kəbz
cucci,kutʃi
cuddy,kədi
cued,kjud
cues,kjuz
cuffe,kəf
cull,kəɫ
cully,kəɫi
culpa,kəɫpə
cult,kəɫt
cults,kəɫts
cum,kəm
cundy,kəndi
cuny,kjuni
cuong,kwɔŋ
cup,kəp
cupp,kəp
cuppy,kəpi
cur,kɝ
curb,kɝb
curby,kɝbi
curd,kɝd
cure,kjʊɹ
cures,kjʊɹz
curie,kjʊɹi
curle,kɔɹəɫ
curly,kɝɫi
curry,kəɹi
curti,kʊɹti
curvy,kɝvi
cus,kəs
cush,kəʃ
cusip,kəsɪp
cusk,kəsk
cusp,kəsp
cut,kət
cuts,kəts
cutty,kəti
cv,sivi
cwik,kwɪk
cy,saɪ
cyan,saɪæn
cyert,saɪɝt
cygne,sɪɡnə
cynic,sɪnɪk
cynth,sɪnθ
cyr,sɪɹ
cyst,sɪst
cysts,sɪsts
czars,zɑɹz
czyz,tʃɪz
d,di
detat,deɪtɑ
detre,dɛtɹi
dor,dɔɹ
ds,diz
da,dieɪ
daane,dɑn
daas,dɑs
dabah,dæbə
dabbs,dæbz
dac,dæk
dacey,deɪsi
dacs,dæks
dacy,deɪsi
dads,dædz
daddy,dædi
dade,deɪd
dady,deɪdi
daffy,dæfi
dafna,dæfnə
dafsa,dæfsə
dag,dæɡ
daggy,dæɡi
daher,dɑɝ
dahl,dɑɫ
dahm,dæm
dahn,dæn
dai,daɪ
dail,deɪɫ
daily,deɪɫi
dairy,dɛɹi
daise,deɪz
daiwa,deɪwə
dake,deɪk
dal,dæɫ
dalai,dæɫeɪ
dalai,dɔɫaɪ
dalby,dɔɫbi
dali,dɑɫi
dalke,deɪɫk
dall,dɔɫ
dally,dæɫi
dalo,dɑɫoʊ
dalpe,deɪɫp
dam,dæm
dama,dɑmə
damas,dɑməz
dames,deɪmz
damer,deɪmɝ
dames,deɪmz
damm,dæm
damme,dæm
damn,dæm
damns,dæmz
damp,dæmp
dams,dæmz
dans,dænz
danca,dɑŋkə
dance,dæns
dancy,dænsi
daner,deɪnɝ
dang,dæŋ
danks,dæŋks
danly,dænɫi
dant,dænt
danvy,dænvi
danz,dænz
dao,daʊ
darak,dɛɹæk
dared,dɛɹd
dares,dɛɹz
darke,dɑɹk
darn,dɑɹn
darns,dɑɹnz
darr,dɛɹ
darsy,dɑɹsi
darts,dɑɹts
darts,dɑɹts
darty,dɑɹti
das,dɑs
dasa,dɑsə
dasch,dæʃ
data,dætə
datas,dætəz
datas,dætəz
date,deɪt
dato,dɑtoʊ
dats,dæts
datum,dætəm
dau,doʊ
daube,dɔb
dauer,daʊɝ
daul,dɔɫ
daun,dɔn
daus,dɔz
daves,deɪvz
daves,deɪvz
davi,dɑvi
davin,dævɪn
davir,dəvɪɹ
davy,deɪvi
daw,dɔ
dawe,dɔ
dawit,dæwɪt
dawns,dɔnz
dax,dæks
daxor,dæksɝ
days,deɪz
dayas,daɪəz
daye,deɪ
dayne,deɪn
days,deɪz
daze,deɪz
dazey,deɪzi
dazzo,dæzoʊ
dc,disi
de,deɪ
de,də
deady,dɛdi
deahl,diɫ
deaks,diks
deals,diɫz
deale,diɫ
dealt,dɛɫt
deam,dim
deans,dinz
dear,dɪɹ
deary,dɪɹi
dease,dis
deasy,disi
death,dɛθ
deats,dits
debes,dibz
debit,dɛbɪt
debo,diboʊ
deboe,dɪboʊ
deboy,dɪbɔɪ
debs,dɛbz
debts,dɛts
debug,dibəɡ
decs,dɛks
decor,dɪkɔɹ
decoy,dəkɔɪ
dedic,dɛdɪk
deeb,dib
deeds,didz
deeg,diɡ
deel,diɫ
deely,diɫi
deems,dimz
deep,dip
dees,diz
deet,dit
deets,dits
defee,dɛfi
defy,dɪfaɪ
dehne,dɛn
deihl,daɪɫ
deion,diɑn
deis,deɪɪz
deiss,daɪs
deitz,dits
dekay,dəkeɪ
dekom,dɛkəm
delap,dɛɫəp
delfs,dɛɫfs
delhi,dɛɫi
deli,dɛɫi
delk,dɛɫk
delph,dɛɫf
deman,dimən
demay,dɛmeɪ
demby,dɛmbi
demel,dɛməɫ
demi,dɛmi
demma,dimə
demo,dɛmoʊ
demur,dɪmɝ
denby,dɛnbi
dengs,dɛŋz
denn,dɛn
denne,dɛn
dents,dɛnts
deny,dɪnaɪ
denys,dɛnɪs
deo,dioʊ
dep,dɛp
depo,dɛpoʊ
depoy,dɛpɔɪ
deppe,dɛp
depue,dəpju
deren,dɪɹən
derik,dɛɹɪk
derk,dɝk
derma,dɝmə
dern,dɝn
derr,dɛɹ
derus,dɛɹɪs
des,dɛs
desks,dɛsks
desma,dismə
dest,dɛst
detar,dɪtɑɹ
deuel,duɛɫ
deuss,dus
deutz,dɔɪts
dev,dɛv
deval,dɪvɑɫ
devan,dɛvən
dever,divɝ
devoy,dɛvɔɪ
dew,du
dewan,duən
dewit,duɪt
dews,duz
dewy,dui
dey,deɪ
deyoe,deɪoʊ
dhabi,dɑbi
dhaka,dækə
dhali,dɑɫi
dhein,daɪn
di,daɪ
dis,daɪz
dial,daɪəɫ
diary,daɪɹi
diasa,diɑsə
diaz,diɑz
dibb,dɪb
dice,daɪs
diced,daɪst
dicey,daɪsi
dicke,dɪk
did,dɪd
didnt,dɪdən
didnt,dɪdnt
die,daɪ
died,daɪd
diehl,diɫ
diel,diɫ
diem,dim
diep,dip
diery,dɪɹi
diez,daɪəz
difm,dɪfm
dig,dɪɡ
diggs,dɪɡz
dijon,diʒɑn
dike,daɪk
dikes,daɪks
dildy,dɪɫdi
diles,daɪɫz
dilip,dɪɫɪp
dilks,dɪɫks
dils,dɪɫz
dilts,dɪɫts
dime,daɪm
dimer,daɪmɝ
dimes,daɪmz
dimly,dɪmɫi
dimon,dɪmən
dimry,dɪmɹi
din,dɪn
dine,daɪn
diner,daɪnɝ
dines,daɪnz
ding,dɪŋ
dings,dɪŋz
dinh,dɪn
dink,dɪŋk
dinky,dɪŋki
dior,diɔɹ
dios,dioʊs
dip,dɪp
dire,daɪɹ
dirge,dɝdʒ
dirt,dɝt
dirty,dɝti
dis,dɪs
disch,dɪʃ
dise,daɪs
dish,dɪʃ
disk,dɪsk
diss,dɪs
ditch,dɪtʃ
ditka,dɪtkə
ditsy,dɪtsi
ditty,dɪti
diva,divə
divan,dɪvæn
dive,daɪv
divvy,dɪvi
dixy,dɪksi
dk,dikeɪ
do,du
doan,doʊn
doane,doʊn
dob,dɑb
dobey,dɑbi
dobie,dɑbi
doby,doʊbi
doc,dɑk
docie,dɑki
dock,dɑk
dodds,dɑdz
dodge,dɑdʒ
dodi,doʊdi
doe,doʊ
doers,duɝz
does,dəz
dog,dɔɡ
dogma,dɑɡmə
dogs,dɔɡz
doh,doʊ
dohm,dɑm
dohme,doʊm
dohn,dɑn
dohse,doʊs
doin,duɪn
dol,dɑɫ
doles,doʊɫz
doled,doʊɫd
doles,doʊɫz
doley,doʊɫi
dolf,doʊɫf
doll,dɑɫ
dolph,doʊɫf
dols,dɑɫz
dome,doʊm
domer,doʊmɝ
domke,dɑmk
dont,doʊn
donts,doʊns
donar,dɑnɝ
done,dən
dones,dənz
dons,dɑnz
doo,du
dooms,dumz
door,dɔɹ
doors,dɔɹz
doose,dus
dopa,doʊpə
dope,doʊp
dopey,doʊpi
doran,dɔɹæn
dorch,dɔɹk
dorea,dɔɹiə
dorey,dɔɹi
dorff,dɔɹf
dorm,dɔɹm
dorn,dɔɹn
doron,dɔɹən
dorow,dɔɹoʊ
dorsa,dɔɹsə
dorsi,dɔɹsi
dort,dɔɹt
dory,dɔɹi
dos,dɔs
dosch,dɔʃ
dose,doʊs
dosh,dɑʃ
doshi,doʊʃi
doss,dɔs
dost,dɑst
dote,doʊt
doth,dɔθ
dots,dɑts
dott,dɑt
doty,doʊti
doub,daʊb
dougs,dəɡz
douma,doʊmə
dour,daʊɝ
douse,daʊs
douty,daʊti
douwe,du
dove,dəv
doves,dəvz
dovey,dəveɪ
dow,daʊ
dowda,daʊdə
dowds,daʊdz
dowe,daʊ
dowen,daʊən
dowis,daʊɪs
down,daʊn
downe,daʊn
downy,daʊni
dowse,daʊs
doxey,dɑksi
doyal,dɔɪɑɫ
doyen,dɔɪɪn
doze,doʊz
dozen,dəzən
dr,dɑktɝ
drab,dɹæb
drabs,dɹæbz
drach,dɹætʃ
draft,dɹæft
drain,dɹeɪn
dram,diɹæm
drama,dɹɑmə
drane,dɹeɪn
drang,dɹæŋ
drawn,dɹɔn
dray,dɹeɪ
dread,dɹɛd
dred,dɹɛd
dress,dɹɛs
drews,dɹuz
drey,dɹeɪ
dribs,dɹɪbz
dries,dɹaɪz
drift,dɹɪft
drill,dɹɪɫ
drina,dinə
drink,dɹɪŋk
drips,dɹɪps
dromi,dɹɑmi
dual,duɫ
duals,duəɫz
duan,dweɪn
dub,dəb
dubay,dəbeɪ
dubbs,dəbz
dubhi,dubi
dubie,dəbi
dubin,dubɪn
dubs,dəbz
duc,dək
ducal,dukəɫ
ducey,dəsi
duck,dək
ducks,dəks
duct,dəkt
ducts,dəkts
duda,dudə
dudar,dudɝ
dude,dud
duden,dudən
dudes,djudz
dudik,dudɪk
due,du
duel,duəɫ
duell,duɫ
duels,duəɫz
duena,duɛnə
duer,duɝ
duerr,dʊɹ
duet,duɛt
duets,duɛts
duey,dui
dufek,dufɪk
dufur,dəfɝ
dugan,dəɡən
dugas,duɡəz
duh,də
duhe,duh
duhr,dɝ
duis,duɪz
duke,duk
duked,dukt
dukes,duks
dula,duɫə
dulak,duɫək
duley,djuɫi
dulle,dəɫ
dum,dəm
dumas,duməz
dumas,duməz
dumb,dəm
dumez,dumɛz
dumm,dəm
dummy,dəmi
dump,dəmp
dumps,dəmps
dumpy,dəmpi
duns,dənz
dunay,dəneɪ
dunes,dunz
dunk,dəŋk
dunne,dən
dunst,dənst
duo,duoʊ
duong,duoʊŋ
dupe,dup
dupee,dupi
dupes,dups
duque,duk
dura,dʊɹə
duran,dɝæn
durch,dɝtʃ
duree,dʊɹi
duren,dʊɹən
durum,dʊɹəm
dusch,dəʃ
dusek,dusɛk
dush,duʃ
dyer,daɪɝ
dyess,daɪəs
dying,daɪɪŋ
dziak,dziæk
dzik,dzɪk
each,itʃ
eade,id
eades,idz
eads,idz
eady,idi
eagar,iɡɝ
eager,iɡɝ
eaken,ikən
eakes,iks
eales,iɫz
eamer,imɝ
eamon,imən
eap,ieɪpi
ear,ɪɹ
earll,ɝɫ
early,ɝɫi
earn,ɝn
ears,iɹz
earth,ɝθ
eary,ɪɹi
ease,iz
easel,izəɫ
eases,izɪz
easib,isɪb
eason,izən
easts,ists
easys,iziz
eat,it
eaten,itən
eau,oʊ
eaux,oʊ
eave,iv
eaves,ivz
eba,ibə
eban,ibən
ebarb,ɛbɑɹb
ebays,ibeɪz
ebba,ɛbə
ebben,ɛbən
ebbs,ɛbz
ebel,ɛbəɫ
eben,ɛbən
ebert,ɛbɝt
ebner,ɛbnɝ
ebron,ɛbɹən
ecad,ikæd
echos,ɛkoʊz
echos,ɛkoʊz
eckel,ɛkəɫ
eco,ɛkoʊ
ecole,ɪkoʊɫ
ector,ɛktɝ
edam,idəm
edana,ɛdænə
ede,id
edell,ɪdɛɫ
edge,ɛdʒ
edger,ɛdʒɝ
edges,ɛdʒɪz
edi,idi
edict,idɪkt
edina,ədinə
edit,ɛdət
edits,ɛdɪts
edler,ɛdɫɝ
edlin,ɛdɫɪn
edman,ɛdmən
edmar,ɛdmɑɹ
edney,ɛdni
edric,ɛdɹɪk
edson,ɛdsən
edu,ɛdju
edye,ɛdi
eeg,iɡ
eelam,iɫæm
eeo,iioʊ
effy,ɛfi
efron,ɛfɹən
egge,ɛɡ
egged,ɛɡd
eggen,ɛɡən
egger,ɛɡɝ
eggum,ɛɡəm
egler,ɛɡɫɝ
egley,ɛɡɫi
eglin,ɛɡɫɪn
egner,ɛɡnɝ
egnor,ɛɡnɝ
egon,iɡɑn
egos,iɡoʊz
eh,ɛ
ehle,ɛɫ
ehler,ɛɫɝ
ehlke,ɛɫk
ehly,ɛɫi
ehmke,ɛmki
ehrig,ɛɹɪɡ
eiben,aɪbən
eide,aɪd
eiden,aɪdən
eight,eɪt
eike,aɪk
eilan,aɪɫən
eiler,aɪɫɝ
eiley,aɪɫi
eimer,aɪmɝ
ein,aɪn
eir,aɪɹ
eisa,eɪsə
eisel,aɪsəɫ
eisen,aɪsən
eisin,aɪsən
eison,aɪzən
eitel,aɪtəɫ
ejup,idʒup
ek,ikeɪ
eked,ikt
ekeus,ikus
eking,ikɪŋ
eko,ɛkoʊ
elam,ɛɫəm
elan,iɫən
elata,ɛɫɑtə
elbe,ɛɫb
elco,ɛɫkoʊ
elcor,ɛɫkɔɹ
eldar,ɛɫdɑɹ
eldin,ɛɫdɪn
eley,iɫi
elfs,ɛɫfs
elfie,ɛɫfi
elg,ɛɫɡ
elger,ɛɫɡɝ
elgie,ɛɫdʒi
elick,ɛɫɪk
elie,ɛɫi
eline,ɛɫaɪn
elish,ɛɫɪʃ
elite,eɪɫit
eljer,ɛɫdʒɝ
elkes,ɛɫks
elko,ɛɫkoʊ
ellas,ɛɫəz
elle,ɛɫ
eller,ɛɫɝ
elley,ɛɫi
ells,ɛɫz
elman,ɛɫmən
elmes,ɛɫmz
elms,ɛɫmz
elron,ɛɫɹən
elsas,ɛɫsəz
elsea,ɛɫsiə
elser,ɛɫsɝ
elsey,ɛɫsi
elson,ɛɫsən
elude,ɪɫud
elvis,ɛɫvɪs
elvy,ɛɫvi
elwin,ɛɫwɪn
ely,iɫaɪ
elzey,ɛɫzi
elzy,ɛɫzi
emacs,imæks
email,imeɪɫ
emard,ɛmɝd
embed,ɪmbɛd
ember,ɛmbɝ
embry,ɛmbɹi
emcee,ɛmsi
emco,ɛmkoʊ
emera,ɛmɛɹə
emert,ɛmɝt
emig,ɛmɪɡ
emir,eɪmɪɹ
emits,ɪmɪts
emley,ɛmɫi
emlyn,ɪmɫɪn
emmas,ɛməz
emmel,ɛməɫ
emmi,ɛmi
emmit,ɛmɪt
emmys,ɛmiz
emond,ɛmənd
empie,ɛmpi
empt,ɛmt
empts,ɛmpts
empty,ɛmti
emry,ɛmɹi
emu,imju
en,ɛn
enact,ɪnækt
encor,ɛnkɔɹ
ende,ɛnd
ended,ɛndɪd
endo,ɛndoʊ
enea,ɛniə
enex,inəks
eng,ɛŋ
engel,ɛnɡəɫ
engen,ɛŋən
engh,ɛŋ
engle,ɛŋɡəɫ
enis,ɛnɪs
enix,ɛnɪks
enke,ɛŋk
enloe,ɪnɫoʊ
enman,ɛnmən
ennes,ɛnɛz
ennis,ɛnɪs
enns,ɛnz
eno,ɛnoʊ
enos,inəs
ensey,ɛnzi
ensor,ɛnsɝ
ensue,ɪnsu
ensz,ɛnʃ
ente,ɛnteɪ
enter,ɛnɝ
entin,ɛntɪn
entz,ɛnts
envoy,ɛnvɔɪ
enzo,ɛnzoʊ
enzor,ɛnzɝ
eon,iɑn
eons,iənz
eoss,iɑsəz
epcot,ɛpkɑt
epic,ɛpɪk
epley,ɛpɫi
epoch,ipək
epp,ɛp
eppel,ɛpəɫ
eppes,ɛps
epple,ɛpəɫ
eprom,ɛpɹəm
epsom,ɛpsəm
epson,ɛpsən
eras,ɛɹəz
eralp,ɛɹɔɫp
eras,ɪɹəz
erase,ɪɹeɪs
erber,ɝbɝ
erceg,ɝsɪɡ
erda,ɛɹdə
erdos,ɝdoʊz
ere,ɛɹ
ergo,ɝɡoʊ
ergot,ɝɡət
eriks,ɛɹɪks
erion,ɛɹiɔn
erker,ɝkɝ
erl,ɝɫ
erle,ɛɹɫə
erly,ɝɫi
erman,ɝmən
ermin,ɝmɪn
ermis,ɝmɪs
erne,ɝn
erno,ɛɹnoʊ
ernst,ɝnst
erny,ɝni
erode,iɹoʊd
eroh,ɛɹoʊ
erol,ɛɹəɫ
eron,ɪɹɑn
err,ɛɹ
erra,ɛɹə
erred,ɛɹd
erria,ɛɹiə
errs,ɛɹz
ers,iɑɹɛs
erte,ɝt
ertel,ɝtəɫ
ertl,ɝtəɫ
erupt,iɹəpt
erven,ɝvən
erway,ɝweɪ
es,ɛs
esau,isɔ
esche,ɛʃ
esco,ɛskoʊ
escoe,ɪskoʊ
esham,ɛʃəm
eskew,ɛskju
eskin,ɪskɪn
esler,ɛsəɫɝ
esme,ɛzm
espe,ɛsp
esper,ɛspɝ
espey,ɛspi
espys,ɛspiz
esrey,ɛsɹi
essa,ɛsə
essay,ɛseɪ
essen,ɛsən
esses,ɛsiz
essex,ɛsɪks
esson,ɛsən
estan,ɛstən
estis,ɛstɪs
et,ɛt
ether,iθɝ
eton,itən
etsty,ɛtsti
etsy,ɛtsi
etty,ɛti
eu,iju
eudy,judi
eure,ɝ
euro,jʊɹə
eury,juɹi
ev,ɛv
evas,ivəz
evade,ɪveɪd
evald,ɛvəɫd
evans,ɛvənz
evel,ɛvəɫ
event,ɪvɛnt
evers,ɛvɝz
every,ɛvɝi
evett,ɛvɪt
evian,ɛviən
evils,ivəɫz
evitt,ɛvɪt
evoke,ivoʊk
evren,ɛvɹən
ewalt,juəɫt
ewart,juɝt
ewell,juəɫ
ewer,juɝ
ewert,juɝt
ewig,juɪɡ
ewy,jui
exam,ɪɡzæm
exar,ɛksɝ
excel,ɪksɛɫ
exel,ɛksəɫ
exit,ɛksət
exley,ɛksɫi
exner,ɛksnɝ
exon,ɛksɔn
exude,ɪɡzud
exum,ɪɡzəm
eydie,eɪdi
eyes,aɪz
eyed,aɪd
eyes,aɪz
eyler,eɪɫɝ
eynon,eɪnən
eyton,eɪtən
ezer,ɛzɝ
f,ɛf
fs,ɛfs
faals,fɑɫz
fab,fæb
fabel,fæbəɫ
faber,feɪbɝ
fabia,fɑbiə
fabre,feɪbɝ
fac,fæk
facer,feɪsɝ
facie,feɪsi
fact,fækt
facts,fæks
fadel,fædəɫ
fader,feɪdɝ
fads,fædz
faeth,fiθ
fager,feɪɡɝ
fags,fæɡz
fahd,fɑd
fahey,fæhi
fahy,feɪhi
faint,feɪnt
faire,fɛɹ
fairs,fɛɹz
faist,fɑɪst
faked,feɪkt
faler,feɪɫɝ
faley,feɪɫi
falin,fæɫɪn
falk,fɔk
fall,fɔɫ
falla,fæɫə
falls,fɔɫz
falor,fæɫɝ
false,fɔɫs
fama,fɑmə
famed,feɪmd
fan,fæn
fangs,fæŋz
fann,fæn
fans,fænz
fant,fænt
fanuc,fænək
far,fɑɹ
farai,fɑɹeɪ
farce,fɑɹs
fared,fɛɹd
farge,fɑɹdʒ
