word,ipa
cadmus,kædməs
cadres,kædɹiz
caftan,kæftæn
caguas,kɑɡwɑs
cahasa,kəhɑsə
cahill,keɪhɪɫ
cahora,kəhɔɹə
caison,keɪzən
calame,kɑɫɑmi
caldor,kæɫdɔɹ
caleca,kɑɫɛkə
calfed,kæɫfɛd
calgon,kæɫɡɔn
calida,kɑɫidə
caliri,kɑɫɪɹi
calise,kɑɫaɪz
calite,kæɫaɪt
calkin,kæɫkɪn
calmar,kæɫmɑɹ
calmat,kæɫmæt
calmes,kɑɫmɛs
calmly,kɑɫmɫi
calnan,kæɫnən
calpis,kæɫpɪs
calton,kæɫtən
caluzu,kəɫuzu
calvet,kæɫvət
calvey,kæɫveɪ
camara,kɑmɑɹə
cambra,kæmbɹə
cambys,kæmbiz
camden,kæmdən
camels,kæməɫz
camels,kæməɫz
camire,kɑmɪɹi
campau,kɑmpaʊ
campen,kæmpən
campus,kæmpəs
camrys,kæmɹiz
canaan,keɪnən
canada,kænədə
canady,kənɑdi
canals,kənæɫz
canale,kɑnɑɫi
canals,kənæɫz
canard,kənɑɹd
canary,kənɛɹi
cancan,kænkæn
cancel,kænsəɫ
cancom,kæŋkəm
cancun,kæŋkən
cancun,kɑŋkun
candia,kændiə
candid,kændəd
candid,kændɪd
candle,kændəɫ
candys,kændiz
canedy,kənidi
canepa,kɑnɛpə
canham,kænhəm
canida,kɑnidə
caning,keɪnɪŋ
canion,kænjən
canipe,kɑnipi
canons,kænənz
canons,kænənz
canopy,kænəpi
canrad,kænɹæd
canron,kænɹən
canson,kænsən
cantel,kæntɛɫ
cantin,kɑntin
cantle,kæntəɫ
canton,kæntən
canuck,keɪnək
canvas,kænvəs
canyon,kænjən
capcom,kæpkəm
capels,kæpəɫz
capell,kɑpeɪɫ
capers,keɪpɝz
capita,kæpɪtə
caplan,kæpɫən
caplin,kæpɫɪn
capone,kəpoʊn
capote,kəpoʊt
capris,kæpɹiz
capris,kəpɹiz
capron,kæpɹən
caputi,kɑputi
carats,kɛɹəts
carava,kæɹəvə
carbin,kɑɹbɪn
carbon,kɑɹbən
carboy,kɑɹbɔɪ
carded,kɑɹdɪd
carden,kɑɹdən
cardia,kɑɹdiə
cardin,kɑɹdɪn
cardis,kɑɹdɪs
cardon,kɑɹdɔn
carena,kɛɹinɑ
cargal,kɑɹɡæɫ
carine,kɑɹini
carini,kɑɹini
carlas,kɑɹɫəz
carlan,kɑɹɫən
carlen,kɑɹɫən
carlin,kɑɹɫɪn
carlon,kɑɹɫən
carlow,kɑɹɫoʊ
carmoy,kɑɹmɔɪ
carnal,kɑɹnəɫ
carols,kæɹəɫz
carols,kɛɹəɫz
carols,kɛɹəɫz
carosi,kɝoʊsi
carota,kɝoʊtə
carpal,kɑɹpəɫ
carpet,kɑɹpət
carted,kɑɹtɪd
cartel,kɑɹtɛɫ
carton,kɑɹtən
caruso,kɝusoʊ
carvel,kɑɹvɛɫ
carvin,kɑɹvɪn
casada,kɑsɑdɑ
casady,kəsɑdi
casale,kɑsɑɫi
casali,kɑsɑɫi
casals,kɑsɑɫz
casals,kəsɑɫz
cascio,kæsioʊ
casein,keɪsin
casera,kəsɛɹə
casesa,kəsɛsə
caseys,keɪsiz
caseze,kəsizi
casias,kɑsiəz
casing,keɪsɪŋ
casket,kæskət
casler,kæsəɫɝ
caslin,kæsɫɪn
caspar,kæspɑɹ
casten,kæstən
caston,kæstən
casual,kæʒwəɫ
catain,kəteɪn
catena,kətinə
caters,keɪtɝz
catlin,kætɫɪn
catnap,kætnæp
catnip,kætnɪp
catone,kətoʊn
catron,kætɹən
catsup,kɛtʃəp
cavers,keɪvɝz
caviar,kæviɑɹ
caving,keɪvɪŋ
cavins,kævɪnz
cavity,kævəti
cavort,kəvɔɹt
caylin,keɪɫɪn
cayman,keɪmən
cayson,keɪsən
cayton,keɪtən
cazier,keɪziɝ
cecils,sisəɫz
celebs,səɫɛbz
celene,tʃɛɫin
celica,sɛɫɪkə
celium,siɫiəm
celnik,sɛɫnɪk
celtic,kɛɫtɪk
celtic,sɛɫtɪk
cement,səmɛnt
cement,sɪmɛnt
cencor,sɛnkɔɹ
census,sɛnsəs
centel,sɛntɛɫ
centum,kɛntəm
cerami,tʃɝɑmi
cereal,sɪɹiəɫ
cermak,tʃɝmək
cervix,sɝvɪks
cesium,siziəm
chachi,tʃɑtʃi
chacin,ʃeɪsɪn
chacko,tʃækoʊ
chacon,tʃækən
chadel,tʃædəɫ
chadli,tʃædɫi
chafed,tʃeɪft
chafee,tʃeɪfi
chafes,tʃeɪfs
chafin,tʃæfɪn
chains,tʃeɪnz
chains,tʃeɪnz
chains,tʃeɪnz
champs,tʃæmps
chancy,tʃænsi
chaney,tʃeɪni
chanin,tʃænɪn
chants,tʃænts
chapas,tʃɑpəs
chapek,tʃæpɪk
chapel,tʃæpəɫ
chaput,tʃæpət
charen,tʃɑɹən
charge,tʃɑɹdʒ
charls,tʃɑɹɫz
charms,tʃɑɹmz
charts,tʃɑɹts
charyl,tʃæɹəɫ
chased,tʃeɪst
chaser,tʃeɪsɝ
chasin,tʃæsɪn
chaska,tʃæskə
chason,tʃæsən
chaste,tʃeɪst
chaves,tʃeɪvz
chavez,tʃævɛz
chavis,tʃævɪs
chavis,tʃævɪs
chayon,tʃeɪən
chazov,tʃæzɑv
cheapo,tʃipoʊ
cheimi,tʃeɪmi
chelan,tʃɛɫən
cheney,tʃeɪni
cherub,tʃɛɹəb
chests,tʃɛsts
chevik,tʃɛvɪk
chevis,tʃɛvɪs
chevys,tʃɛviz
chevys,tʃɛvis
chiaro,kiɑɹoʊ
chichi,tʃitʃi
chides,tʃaɪdz
chiles,tʃɪɫiz
chiles,tʃaɪɫz
chiles,tʃɪɫiz
chilis,tʃɪɫiz
chilis,tʃɪɫiz
chimed,tʃaɪmd
chimes,tʃaɪmz
chimps,tʃɪmps
chinen,tʃɪnən
chinks,tʃɪŋks
chinoy,tʃɪnɔɪ
chirco,kɪɹkoʊ
chisam,tʃɪsəm
chisel,tʃɪzəɫ
chisom,tʃɪsəm
chisum,tʃɪzəm
chitra,tʃɪtɹə
chivas,tʃivəs
chives,tʃaɪvz
chizek,tʃɪzɛk
chloes,kɫoʊiz
chmiel,tʃəmiɫ
choirs,kwaɪɹz
choked,tʃoʊkt
chokes,tʃoʊks
choper,tʃoʊpɝ
chopin,ʃoʊpæn
chopra,tʃɑpɹə
christ,kɹaɪst
chrzan,tʃɝzæn
chugai,tʃuɡaɪ
chunks,tʃəŋks
chunky,tʃəŋki
chustz,tʃəsts
cialis,siɑɫəs
ciampa,tʃɔmpə
ciampi,tʃɔmpi
ciarlo,tʃɝɫoʊ
cicala,sɪkɑɫə
cicero,sɪsɝoʊ
cichon,sɪtʃən
ciesla,tʃɛsɫə
cigars,sɪɡɑɹz
cignas,sɪɡnəz
cindys,sɪndiz
cinema,sɪnəmə
cinram,sɪnɹæm
ciocca,tʃoʊkə
ciotti,tʃoʊti
cirino,sɝinoʊ
cirone,sɪɹoʊn
ciskei,sɪskeɪ
cisler,sɪsəɫɝ
ciszek,tʃɪʃɛk
citing,saɪtɪŋ
citric,sɪtɹɪk
citrin,sɪtɹɪn
citron,sɪtɹən
citrus,sɪtɹəs
ciucci,tʃutʃi
ciudad,siudæd
ciullo,tʃuɫoʊ
civics,sɪvɪks
clabir,kɫæbɪɹ
claims,kɫeɪmz
clamps,kɫæmps
clancy,kɫænsi
clanin,kɫænɪn
claras,kɫæɹəz
claras,kɫɛɹəz
claran,kɫɛɹən
clardy,kɫɑɹdi
claren,kɫæɹən
clarks,kɫɑɹks
clarks,kɫɑɹks
clasby,kɫæsbi
clason,kɫæsən
classs,kɫæsɪz
clavin,kɫævɪn
clemen,kɫɛmən
clench,kɫɛntʃ
clergy,kɫɝdʒi
cleric,kɫɛɹɪk
cleven,kɫivən
cliche,kɫiʃeɪ
climbs,kɫaɪmz
climer,kɫaɪmɝ
climes,kɫaɪmz
clinch,kɫɪntʃ
clines,kɫaɪnz
clinic,kɫɪnɪk
clites,kɫaɪts
cliver,kɫaɪvɝ
clonch,kɫɑntʃ
cloned,kɫoʊnd
clones,kɫoʊnz
clones,kɫoʊnz
clonts,kɫɑnts
clontz,kɫɑnts
closed,kɫoʊzd
closer,kɫoʊsɝ
closer,kɫoʊzɝ
closet,kɫɑzət
clouds,kɫaʊdz
cloudy,kɫaʊdi
clover,kɫoʊvɝ
cloves,kɫoʊvz
clowns,kɫaʊnz
clucas,kɫukəz
clumps,kɫəmps
clumpy,kɫəmpi
clumsy,kɫəmzi
clunks,kɫəŋks
clunky,kɫəŋki
clyatt,kɫaɪət
clymer,kɫaɪmɝ
coasts,koʊsts
coasts,koʊsts
coated,koʊtəd
coated,koʊtɪd
coaxed,koʊkst
cobler,koʊbɫɝ
cobrin,kɑbɹɪn
coburn,koʊbɝn
cobweb,kɑbwɛb
coccia,koʊtʃə
coding,koʊdɪŋ
codlin,kɑdɫɪn
coehlo,koʊɫoʊ
cogema,koʊɡmɑ
cognac,kɑnjæk
cohens,koʊənz
cohere,koʊhɪɹ
cohill,koʊhɪɫ
coitus,kɔɪtəs
cokies,koʊkiz
coking,koʊkɪŋ
colder,koʊɫdɝ
colfer,koʊɫfɝ
colier,koʊɫiɝ
colony,kɑɫəni
colter,koʊɫtɝ
coltie,koʊɫti
colver,koʊɫvɝ
colyer,koʊɫiɝ
combat,kɑmbæt
combat,kəmbæt
comden,kɑmdɪn
comedy,kɑmədi
comets,kɑməts
comets,kɑməts
comfed,kɑmfɛd
comics,kɑmɪks
compaq,kɑmpæk
compas,kɑmpəs
compel,kəmpɛɫ
comsat,kɑmsæt
conaty,kɑnəti
conboy,kɑnbɔɪ
condit,kɑndɪt
condom,kɑndəm
condon,kɑndən
condra,kɑndɹə
condry,kɑndɝi
conely,koʊnɫi
conery,koʊnɝi
conics,kɑnɪks
conkel,kɑŋkəɫ
conkin,kɑŋkɪn
conkle,kɑŋkəɫ
conlan,kɑnɫən
conlin,kɑnɫɪn
conlon,kɑnɫən
conlow,kɑnɫoʊ
conrac,kɑnɹæk
conran,kɑnɹən
conroe,kɑnɹoʊ
conrow,kɑnɹoʊ
conroy,kɔnɹɔɪ
consis,kɑnsɪs
consob,kɑnsɑb
consol,kɑnsɑɫ
consul,kɑnsəɫ
contac,kɑntæk
contel,kɑntɛɫ
contra,kɑntɹə
convey,kənveɪ
convoy,kɑnvɔɪ
conway,kɑnweɪ
coolio,kuɫioʊ
coolio,kuɫjoʊ
coorss,kuɹzɪz
coping,koʊpɪŋ
coplan,kɑpɫən
coplin,kɑpɫɪn
coptic,kɑptɪk
corals,kɔɹəɫz
corban,kɔɹbən
corbel,kɔɹbəɫ
corbin,kɔɹbɪn
corbit,kɔɹbɪt
corcap,kɔɹkæp
corday,kɔɹdeɪ
corded,kɔɹdəd
cordis,kɔɹdɪs
cordle,kɔɹdəɫ
cordon,kɔɹdən
cordry,kɔɹdɝi
cordts,kɔɹdts
corken,kɔɹkən
corkum,kɔɹkəm
cormac,kɔɹmək
corman,kɔɹmən
cormen,kɔɹmən
cormen,kɔɹmɪn
cornel,kɔɹnəɫ
cornet,kɔɹnɛt
cornia,kɔɹniə
corona,kɝoʊnə
corpus,kɔɹpəs
corpuz,kɔɹpuz
corset,kɔɹsət
corson,kɔɹsən
corten,kɔɹtɛn
cortes,kɔɹtɛz
cortin,kɔɹtɪn
corvin,kɔɹvɪn
corvus,kɔɹvəs
cosatu,kəsɑtu
cosbys,kɔzbiz
cosell,koʊsɛɫ
cosman,kɑsmən
cosmic,kɑzmɪk
costas,kɔstəz
costed,kɑstɪd
costen,kɔstən
costin,kɑstɪn
costly,kɑstɫi
costly,kɔstɫi
coston,kɑstən
costra,kɑstɹə
cotman,kɑtmən
cotret,kɑtɹət
coulon,kaʊɫən
counts,kaʊnts
county,kaʊnti
coupon,kjupɔn
covent,kəvənt
covert,koʊvɝt
covets,kəvəts
cowans,kaʊənz
cowart,kaʊɑɹt
cowboy,kaʊbɔɪ
cowden,kaʊdən
coweda,kəwidə
cowens,kaʊənz
cowens,koʊənz
cowger,kaʊdʒɝ
cowles,kaʊəɫz
cowman,kaʊmən
coyote,kaɪoʊt
cozart,kɑzɑɹt
cozier,koʊziɝ
crader,kɹeɪdɝ
cradic,kɹædɪk
crafts,kɹæfts
crafts,kɹæfts
crafty,kɹæfti
cragun,kɹæɡən
craigs,kɹeɪɡz
crains,kɹeɪnz
craker,kɹeɪkɝ
cramer,kɹeɪmɝ
crames,kɹeɪmz
cramps,kɹæmps
cranes,kɹeɪnz
craned,kɹeɪnd
craner,kɹeɪnɝ
cranes,kɹeɪnz
craney,kɹeɪni
cranks,kɹæŋks
cranky,kɹæŋki
cranor,kɹeɪnɝ
crashs,kɹæʃɪz
crater,kɹeɪtɝ
crates,kɹeɪts
cratia,kɹeɪʃə
craton,kɹætən
craved,kɹeɪvd
craver,kɹeɪvɝ
craves,kɹeɪvz
cravey,kɹeɪvi
crayon,kɹeɪɑn
crazed,kɹeɪzd
create,kɹieɪt
credit,kɹɛdət
credit,kɹɛdɪt
credle,kɹɛdəɫ
cregan,kɹiɡən
creger,kɹidʒɝ
crehan,kɹɛhən
cremin,kɹɛmɪn
creole,kɹioʊɫ
crepes,kɹeɪps
cresap,kɹɛsəp
cresap,kɹisəp
creson,kɹɛsən
crespi,kɹɛspi
crests,kɹɛsts
cretin,kɹitən
crider,kɹaɪdɝ
crimes,kɹaɪmz
crimes,kɹaɪmz
crimps,kɹɪmps
criner,kɹaɪnɝ
cringe,kɹɪndʒ
crispy,kɹɪspi
crites,kɹaɪts
critic,kɹɪtɪk
criven,kɹɪvən
crocco,kɹɑkoʊ
crofts,kɹɔfts
croker,kɹoʊkɝ
croley,kɹoʊɫi
cromer,kɹoʊmɝ
croner,kɹoʊnɝ
croney,kɹoʊni
crosby,kɹɔzbi
crosss,kɹɔsɪz
crouch,kɹaʊtʃ
crowds,kɹaʊdz
crowds,kɹaʊdz
crowns,kɹaʊnz
crowns,kɹaʊnz
cruces,kɹusiz
crudup,kɹədəp
cruger,kɹudʒɝ
crumby,kɹəmbi
crumly,kɹəmɫi
crunch,kɹəntʃ
crusan,kɹuzən
crusoe,kɹusoʊ
crusts,kɹəsts
crusty,kɹəsti
cruzan,kɹuzən
cruzan,kɹuzæn
cruzen,kɹuzən
cryder,kɹaɪdɝ
crying,kɹaɪɪŋ
crymes,kɹaɪmz
crypts,kɹɪpts
cuadra,kuɑdɹə
cudahy,kədəhi
cudgel,kədʒəɫ
cuello,kuɛɫoʊ
cuenca,kwɛnkə
cuervo,kʊɹvoʊ
cuesta,kwɛstə
cuevas,kwɛvɑz
culkin,kəɫkɪn
cultic,kəɫtɪk
culton,kəɫtən
cumbia,kəmbiə
cunard,kjunɝd
curate,kjʊɹət
curiel,kjuɹiɫ
curing,kjʊɹɪŋ
curzio,kɝzioʊ
cusack,kjuzək
cusick,kjuzɪk
custis,kəstɪs
custom,kəstəm
cutaia,kutɑjə
cutesy,kjutsi
cutlet,kətɫət
cutlip,kətɫɪp
cutout,kətaʊt
cwikla,kwɪkɫə
cybill,saɪbɪɫ
cycare,saɪkɛɹ
cygnus,sɪɡnəs
cymbal,sɪmbəɫ
cymrot,sɪmɹət
cynara,kɪnɑɹə
cynics,sɪnɪks
cynric,sɪnɹɪk
cynwyd,sɪnwɪd
cypert,saɪpɝt
cyrena,kɪɹinə
cystic,sɪstɪk
czajka,tʃaɪkə
czapla,tʃɑpɫə
czarny,tʃɑɹni
detats,deɪtɑz
dorsay,dɔɹseɪ
dsouza,disuzə
dsouza,dɪsuzə
dabhol,dæboʊɫ
dacron,dækɹɑn
dacruz,dɑkɹuz
dactyl,dæktɪɫ
dadfar,dædfɑɹ
daelim,deɪɫim
daemon,deɪmən
dagata,dɑɡɑtə
daigle,deɪɡəɫ
daikin,deɪkɪn
daikon,daɪkɔn
dainty,deɪnti
daisys,deɪziz
daiwas,deɪwəz
dalbar,dæɫbɑɹ
dalbec,dæɫbɪk
daleys,deɪɫiz
dalfen,dæɫfən
dalkon,dæɫkən
dalman,dæɫmən
damage,dæmədʒ
damage,dæmɪdʒ
damask,dæməsk
dambra,dæmbɹə
damita,dɑmitə
damitz,dæmɪts
damone,dəmoʊn
damore,deɪmɔɹ
dampen,dæmpən
damron,dæmɹən
damrow,dæmɹoʊ
damson,dæmsən
danahy,dænəhi
dances,dænsəz
dances,dænsɪz
dancin,dænsɪn
dangle,dæŋɡəɫ
danish,deɪnɪʃ
dansby,dænsbi
dansky,dænski
danson,dænsən
dantes,dæntiz
dantin,dæntɪn
danube,dænjub
danzig,dænzɪɡ
darbys,dɑɹbiz
dardar,dɑɹdɑɹ
darden,dɑɹdən
dardis,dɑɹdɪs
dargan,dɑɹɡən
dargis,dɑɹɡɪs
darien,dɛɹiən
darity,dæɹɪti
darken,dɑɹkən
darkly,dɑɹkɫi
darlin,dɑɹɫɪn
darman,dɑɹmən
darmon,dɑɹmən
darnel,dɑɹnəɫ
darted,dɑɹtɪd
dartez,dɑɹtɛz
darton,dɑɹtən
dartys,dɑɹtiz
daspin,dæspɪn
daspit,dæspɪt
dating,deɪtɪŋ
datron,dætɹən
datsun,dætsən
datsun,dɑtsən
datura,dətʊɹə
dauzat,daʊzət
davies,deɪviz
davila,dəvɪɫə
davlin,dævɫɪn
dayton,deɪtən
daytop,deɪtɑp
dealba,diæɫbə
deanda,diændə
debase,dəbeɪs
debate,dəbeɪt
debaun,dɛbaʊn
debian,dɛbiən
debits,dɛbɪts
deblum,dəbɫəm
deblum,dəbɫum
debnam,dɛbnəm
deboer,diboʊɝ
debord,dɪbɔɹd
debunk,dɪbəŋk
debusk,dɛbəsk
decade,dɛkeɪd
decade,dɛkeɪd
decals,dikæɫz
decamp,dəkæmp
decant,dəkænt
decays,dəkeɪz
decent,disənt
decide,dɪsaɪd
decode,dɪkoʊd
decoys,dikɔɪz
dedman,dɛdmən
dedmon,dɛdmən
deduct,dɪdəkt
deface,dɪfeɪs
defame,dɪfeɪm
defcon,dɛfkɑn
defect,difɛkt
defect,dɪfɛkt
defend,dɪfɛnd
defied,dɪfaɪd
defies,dɪfaɪz
defina,dɪfinə
define,dɪfaɪn
defoes,dɪfoʊz
deform,difɔɹm
defray,dɪfɹeɪ
deftly,dɛftɫi
defund,difənd
defuse,dɪfjuz
degnan,dɛɡnən
degray,dɛɡɹeɪ
dehart,dɛhɑɹt
dehere,dəhɪɹi
deibel,daɪbəɫ
deikel,daɪkəɫ
dejohn,dədʒɑn
dejong,dədʒɔŋ
dekalb,dɪkæɫb
delacy,dəɫɔsi
delage,dɛɫɪdʒ
deland,dɪɫænd
delany,dɛɫəni
delara,dɛɫɑɹə
delays,dɪɫeɪz
delcor,dɛɫkɔɹ
deleon,dɛɫiən
delfin,dɛɫfɪn
delima,dɛɫimə
deline,dɛɫini
delise,dɛɫaɪz
delisi,dɛɫisi
delist,diɫɪst
delman,dɛɫmən
delmas,dɛɫməz
delmed,dɛɫmɛd
delore,dəɫɔɹi
delors,dəɫɔɹz
delphi,dɛɫfaɪ
delray,dɛɫɹeɪ
deltas,dɛɫtəz
deltak,dɛɫtæk
deltas,dɛɫtəz
deltec,dɛɫtɛk
deluca,dɪɫukə
deluna,dɛɫunə
deluxe,dəɫəks
delvin,dɛɫvɪn
delwin,dɛɫwɪn
delwip,dɛɫwɪp
delwyn,dɛɫwɪn
demain,dɪmeɪn
demaio,dɪmɑoʊ
demand,dɪmænd
demark,dəmɑɹk
demary,dɛmɛɹi
demasi,dɪmɑsi
dement,dəmɛnt
demise,dɪmaɪz
demond,dəmɑnd
demons,dimənz
demont,dɛmənt
demote,dɪmoʊt
demski,dɛmski
demsky,dɛmski
demure,dɪmjʊɹ
demyan,dɛmjən
denard,dɪnɑɹd
denbow,dɛnboʊ
denden,dɛndən
deneke,dɛnɪkə
dengel,dɛŋɡəɫ
denied,dɪnaɪd
denies,dɪnaɪz
denman,dɛnmən
denmon,dɛnmən
denote,dɪnoʊt
denson,dɛnsən
dental,dɛntəɫ
dented,dɛntɪd
dentin,dɛntən
denton,dɛntən
dentsu,dɛntsu
denzel,dɛnzəɫ
denzil,dɛnzəɫ
depart,dɪpɑɹt
depend,dɪpɛnd
depict,dɪpɪkt
depina,dɪpinə
deploy,dɪpɫɔɪ
deport,dɪpɔɹt
depose,dɪpoʊz
depots,dipoʊz
depots,dipoʊz
derail,dɪɹeɪɫ
dereks,dɛɹɪks
derida,dəɹidə
deride,dɪɹaɪd
derise,dɛɹaɪz
desena,dɪsɛnə
design,dɪzaɪn
desist,dɪsɪst
desist,dɪzɪst
deskin,dɛskɪn
desman,dɛzmən
desmet,dɛsmɪt
despot,dɛspət
destec,dɛstɛk
destin,dɛstɪn
detach,dɪtætʃ
detach,ditætʃ
detail,diteɪɫ
detail,dɪteɪɫ
detain,dɪteɪn
detect,dɪtɛkt
detest,ditɛst
detest,dɪtɛst
detore,dɪtɔɹi
detzel,dɛtzəɫ
deubel,dɔɪbəɫ
devals,dɪvɑɫz
devall,deɪvɑɫ
devane,dɪveɪn
devany,dɛvəni
devaul,dɪvoʊɫ
devens,divənz
deveny,dɪvini
device,dɪvaɪs
devils,dɛvəɫz
devils,dɛvəɫz
devils,dɛvəɫz
devine,dəvaɪn
devins,dɛvɪnz
devise,dɪvaɪs
devise,dɪvaɪz
devita,dɪvitə
devlin,dɛvɫɪn
devoid,dɪvɔɪd
devote,dɪvoʊt
devour,dɪvaʊɝ
devout,dɪvaʊt
devroy,dɛvɹɔɪ
dewine,dəwaɪn
dewitz,dɛwɪts
deyton,deɪtən
dialed,daɪəɫd
dianes,daɪænz
diasas,diɑsəz
dibari,dɪbɑɹi
diceon,dɪsiən
dicier,daɪsiɝ
dicing,daɪsɪŋ
dictum,dɪktəm
didion,dɪdiən
dieses,daɪzɪz
dietze,daɪətz
digman,dɪɡmən
dignan,dɪɡnən
dilday,dɪɫdeɪ
dilson,dɪɫsən
dilute,daɪɫut
dimare,dɪmɑɹi
dimasi,dɪmɑsi
diming,daɪmɪŋ
dinars,daɪnɝz
dinars,dɪnɑɹz
diners,daɪnɝz
dingel,dɪŋɡəɫ
dingle,dɪŋɡəɫ
dingus,dɪŋɡɪs
dining,daɪnɪŋ
dinkel,dɪŋkəɫ
direct,dɪɹɛkt
disarm,dɪsɑɹm
disbar,dɪsbɑɹ
discus,dɪskəs
diskin,dɪskɪn
dismal,dɪzməɫ
dismay,dɪsmeɪ
disown,dɪsoʊn
dispel,dɪspɛɫ
distad,dɪstəd
distal,dɪstəɫ
distel,dɪstəɫ
distil,dɪstɪɫ
disuse,dɪsjus
ditkas,dɪtkəz
ditlow,dɪtɫoʊ
ditzel,dɪtzəɫ
dively,daɪvɫi
divers,daɪvɝz
divers,daɪvɝz
divert,daɪvɝt
divest,dɪvɛst
divide,dɪvaɪd
divine,dɪvaɪn
diving,daɪvɪŋ
divita,dɪvitə
diwali,dɪwɑɫi
dixson,dɪksən
dlouhy,dəɫaʊi
dmitri,dmitɹi
doable,duəbəɫ
dobies,doʊbiz
dobkin,dɑbkɪn
dobler,doʊbɫɝ
dobrin,dɑbɹɪn
dobson,dɑbsən
docila,dɑsɪɫə
dodges,dɑdʒɪz
dodgen,dɑdʒən
dodges,dɑdʒɪz
dodson,dɑdsən
doeden,doʊdən
doesnt,dəzənt
doheny,dɑhɪni
dohman,doʊmən
dohmen,doʊmɛn
doiron,dɔɪɹən
doiron,dɔɪɹɔn
dokely,doʊkɫi
doland,duɫənd
dolder,doʊɫdɝ
doling,doʊɫɪŋ
dollan,doʊɫən
dolman,dɑɫmən
dolney,doʊɫni
dombek,dɑmbɪk
domecq,doʊmɛk
domini,dɑmɪni
donata,dənɑtə
dongen,dɔŋɡən
donham,dɑnhəm
donica,dɑnɪkə
donlan,dɑnɫən
donlin,dɑnɫɪn
donors,doʊnɝz
donors,doʊnɝz
donors,doʊnɝz
donvan,dɑnvən
doolen,dʒuɫən
dopson,dɑpsən
dorena,dɔɹɪnə
dorgan,dɔɹɡən
dorion,dɔɹiɔn
dorise,dɔɹaɪz
dority,dɔɹɪti
dorman,dɔɹmən
dornak,dɔɹnək
dornam,dɔɹnəm
dornan,dɔɹnɪn
dorsal,dɔɹsəɫ
dorset,dɔɹsɪt
dorton,dɔɹtən
dorval,dɔɹvəɫ
dosier,doʊsiɝ
dosing,doʊsɪŋ
dostal,dɑstəɫ
doting,doʊtɪŋ
dotson,dɑtsən
doubek,daʊbɪk
doubet,daʊbɪt
doudna,daʊdnə
dougan,daʊɡən
doukas,daʊkəz
dovers,doʊvɝz
dovish,doʊvɪʃ
dowden,daʊdən
dowdle,daʊdəɫ
dowels,daʊəɫz
dowlen,daʊɫən
downen,daʊnən
downum,daʊnəm
dozens,dəzənz
dozier,doʊziɝ
dozing,doʊzɪŋ
drabek,dɹæbɪk
drabik,dɹɑbɪk
drafts,dɹæfts
drafts,dɹæfts
drafty,dɹæfti
dragan,dɹɑɡən
drager,dɹeɪɡɝ
dragon,dɹæɡən
drains,dɹeɪnz
drakes,dɹeɪks
dramas,dɹɑməz
draney,dɹeɪni
draped,dɹeɪpt
draper,dɹeɪpɝ
drapes,dɹeɪps
draves,dɹeɪvz
dravis,dɹævɪs
dreman,dɹimən
drench,dɹɛntʃ
dresen,dɹizən
drifta,dɹɪftə
drifts,dɹɪfts
drinks,dɹɪŋks
drives,dɹaɪvz
drivel,dɹɪvəɫ
driven,dɹɪvən
driver,dɹaɪvɝ
drives,dɹaɪvz
drobny,dɹɑbni
droege,dɹoʊdʒ
drohan,dɹoʊən
droids,dɹɔɪdz
dromer,dɹoʊmɝ
dromey,dɹoʊmi
droned,dɹoʊnd
drones,dɹoʊnz
droney,dɹoʊni
dropsy,dɹɑpsi
droser,dɹoʊzɝ
droste,dɹɑstə
droste,dɹoʊst
drotar,dɹoʊtɝ
droves,dɹoʊvz
drowns,dɹaʊnz
drowsy,dɹaʊzi
drozda,dɹɑzdə
drugan,dɹuɡən
druids,dɹuɪdz
drunks,dɹəŋks
dryers,dɹaɪɝz
drying,dɹaɪɪŋ
dryser,dɹaɪsɝ
dsouza,dəsuzə
dublin,dəbɫɪn
dubois,dubɔɪs
dubord,dəbɔɹd
dubose,duboʊz
dubray,dəbɹeɪ
dubroc,dəbɹək
dubrow,dəbɹoʊ
duchin,dutʃɪn
duchon,dətʃən
duchow,dətʃoʊ
ducote,dəkoʊt
dudman,dədmən
dudzik,dədzɪk
duenas,duɛnəs
duenez,dwɛnɛz
dugald,dəɡəɫd
dugout,dəɡaʊt
duguid,dəɡwɪd
duhart,dəhɑɹt
dukart,dəkɑɹt
dulcea,dəɫsiə
dulcet,dəɫsət
duling,djuɫɪŋ
dulong,djuɫɔŋ
dulski,dəɫski
dulude,djuɫud
dumlao,dumɫaʊ
dumond,dəmɑnd
dumont,dumɑnt
dumpty,dəmpti
dunbar,dənbɑɹ
dundas,dəndəz
dundon,dəndən
dungan,dəŋɡən
dungey,dəndʒi
dunite,dunaɪt
dunkel,dəŋkəɫ
dunkin,dəŋkɪn
dunkin,dəŋkɪn
dunkle,dəŋkəɫ
dunlap,dənɫæp
dunlay,dənɫeɪ
dunlop,dənɫɑp
dunman,dənmən
dunson,dənsən
dunton,dəntən
dupler,dupəɫɝ
dupont,dupɑnt
dupras,dəpɹɑz
duprey,dəpɹeɪ
durall,djuɹəɫ
durand,dʊɹɑnd
durant,dʊɹənt
durell,djuɹəɫ
durene,djuɹin
durgin,dɝdʒɪn
durham,dʊɹhæm
durick,djuɹɪk
during,djʊɹɪŋ
duross,djuɹəs
duskin,dəskɪn
dusted,dəstɪd
duston,dəstən
dutoit,dutɔɪt
dutrow,dətɹoʊ
dutson,dətsən
dvorak,dvɔɹək
