word,ipa
bows,boʊz
boxcar,bɑkskɑɹ
boxings,bɑksɪŋz
boyack,bɔɪək
boyden,bɔɪdən
boyette,bɔɪɛt
boylan,bɔɪɫən
boyne,bɔɪn
boytoy,bɔɪtɔɪ
bozells,boʊzɛɫz
boztepe,boʊztɛp
braatz,bɹɑts
bracci,bɹɑtʃi
braces,bɹeɪsɪz
brachii,bɹeɪkii
braddy,bɹædi
bradish,bɹædɪʃ
bradys,bɹeɪdiz
braganza,bɹəɡɑnzə
braggs,bɹæɡz
braiding,bɹeɪdɪŋ
braindead,bɹeɪndɛd
braking,bɹeɪkɪŋ
bramaleas,bɹæməɫiz
bramlage,bɹæmɫɪdʒ
bramwell,bɹæmwɛɫ
branch,bɹæntʃ
branco,bɹæŋkoʊ
brandis,bɹændɪs
brando,bɹændoʊ
branillo,bɹənɪɫoʊ
branna,bɹænə
brannum,bɹænəm
bransons,bɹænsənz
braque,bɹæk
brasfield,bɹæsfiɫd
brasilia,bɹəsɪɫjə
brasses,bɹæsɪz
braton,bɹætɪn
bratton,bɹætən
braughton,bɹɔtən
bravely,bɹeɪvɫi
brawer,bɹɔɝ
brayboy,bɹeɪbɔɪ
brazel,bɹæzəɫ
brazils,bɹəzɪɫz
brcko,bɝtʃkoʊ
breakfast,bɹɛkfəst
breasted,bɹɛstɪd
breathe,bɹið
breathy,bɹɛθi
brecher,bɹɛkɝ
breden,bɹidən
breeder,bɹidɝ
breeze,bɹiz
brehm,bɹɛm
breitling,bɹaɪtəɫɪŋ
bremer,bɹimɝ
brennan,bɹɛnən
brentano,bɹɛntɑnoʊ
bresette,bɹɪsɛt
bresse,bɹɛs
breth,bɹɛθ
brew,bɹu
brewing,bɹuɪŋ
breza,bɹɛzə
brianas,bɹiɑnəz
bribes,bɹaɪbz
brickell,bɹɪkəɫ
bricklins,bɹɪkɫɪnz
bridgers,bɹɪdʒɝz
bridging,bɹɪdʒɪŋ
brieger,bɹiɡɝ
brig,bɹɪɡ
brillhart,bɹɪɫhɑɹt
brimhall,bɹɪmhɔɫ
brings,bɹɪŋz
brinkman,bɹɪŋkmən
brinn,bɹɪn
briody,bɹaɪədi
brisbon,bɹɪzbən
briskey,bɹɪski
brister,bɹɪstɝ
brita,bɹitə
british,bɹɪtɪʃ
brittain,bɹɪtən
brittler,bɹɪtɫɝ
brizola,bɹɪzoʊɫə
broads,bɹɔdz
broadwell,bɹɔdwɛɫ
brocato,bɹoʊkɑtoʊ
brockbank,bɹɑkbəŋk
brockton,bɹɑktən
broders,bɹoʊdɝz
brodin,bɹoʊdɪn
brodys,bɹoʊdiz
brogdon,bɹɑɡdən
brokaw,bɹoʊkɔ
broking,bɹoʊkɪŋ
bromides,bɹoʊmaɪdz
bronc,bɹɑŋk
bronfmans,bɹɑnfmənz
bronte,bɹɑnti
bronzes,bɹɑnzəz
brookes,bɹʊks
brooking,bɹʊkɪŋ
brookners,bɹʊknɝz
brose,bɹoʊz
brossard,bɹəsɑɹd
brothers,bɹəðɝz
brough,bɹaʊ
browbeat,bɹaʊbit
brownell,bɹaʊnɛɫ
brownlee,bɹaʊnɫi
brownson,bɹaʊnsən
browsing,bɹaʊzɪŋ
brozek,bɹoʊzɛk
brucie,bɹəki
brue,bɹu
bruehl,bɹuɫ
bruggeman,bɹəɡmən
bruins,bɹuɪnz
brumbach,bɹəmbɑk
brumlow,bɹəmɫoʊ
brunch,bɹəntʃ
brunell,bɹənəɫ
brunetti,bɹunɛti
brunos,bɹunoʊz
brunt,bɹənt
brusett,bɹusɛt
brushwork,bɹəʃwɝk
brussel,bɹəsəɫ
brutality,bɹutæɫɪti
bruton,bɹutən
bryans,bɹaɪənz
brymer,bɹaɪmɝ
brzoska,bɹoʊskə
bubb,bəb
bubel,bubəɫ
bucaro,bukɑɹoʊ
buccino,butʃinoʊ
buchen,bəkən
buchis,butʃiz
bucholtz,bəkoʊɫts
buckbee,bəkbi
buckler,bəkəɫɝ
bucknam,bəknəm
buczynski,bətʃɪnski
budde,bəd
buddier,bədiɝ
budgets,bədʒɪts
budicks,bədɪks
budnick,bədnɪk
buechler,bjukɫɝ
buehrle,bjuɹəɫ
buenos,bweɪnoʊs
buerkle,bjuɹkəɫ
buff,bəf
buffers,bəfɝz
buffetts,bəfəts
buffum,bəfəm
bugatti,bəɡɑti
bugliosi,buɡɫioʊsi
buhrow,bʊɹoʊ
buikema,bɪkeɪmə
building,bɪɫdɪŋ
buisson,bwisɑn
buker,bjukɝ
bulemia,bəɫimiə
bulin,bjuɫɪn
bulla,bʊɫə
bullen,bʊɫən
bullock,bʊɫək
bulluck,bʊɫək
bult,bəɫt
bumbaugh,bəmbɔ
bummed,bəmd
bumping,bəmpɪŋ
bundle,bəndəɫ
bundys,bəndiz
bungey,bəndʒi
bunkley,bəŋkɫi
bunol,bjunoʊɫ
bunton,bəntən
bupkus,bəpkəs
burbach,bɝbɑk
burbridge,bɝbɹɪdʒ
burchill,bɝtʃɪɫ
burdening,bɝdənɪŋ
burdine,bɝdin
bureaus,bjʊɹoʊz
bureaus,bjʊɹoʊz
burford,bɝfɝd
burgeoned,bɝdʒənd
burgett,bɝdʒɪt
burgundys,bɝɡəndiz
buries,bɛɹiz
burkes,bɝks
burklow,bɝkɫaʊ
burleson,bɝɫɪsən
burlison,bɝɫɪsən
burn,bɝn
burner,bɝnɝ
burnham,bɝnhæm
burnout,bɝnaʊt
burnt,bɝnt
burr,bɝ
burright,bɔɹaɪt
burros,bɝoʊz
burrows,bɝoʊz
burstein,bɝstaɪn
burtons,bɝtənz
busboys,bəsbɔɪz
buschmann,bəʃmən
bushs,bʊʃɪz
busher,bʊʃɝ
bushwhack,bʊʃwæk
busily,bɪzəɫi
busler,bəsɫɝ
bussen,bəsən
bussing,bəsɪŋ
bustier,bəstjɝ
busts,bəsts
butane,bjuteɪn
butlers,bətɫɝz
butson,bətsən
butting,bətɪŋ
buttrey,bətɹi
butzen,bətsən
buybacks,baɪbæks
buza,bjuzə
buzze,bəz
buzzword,bəzwɝd
byassee,biɑsi
byerly,baɪɝɫi
bykowski,bɪkɔfski
byner,baɪnɝ
byram,bɪɹəm
byrns,bɪɹnz
byun,bjən
cest,sɛst
cabal,kəbɑɫ
cabbages,kæbɪdʒɪz
cabinet,kæbnət
cablec,keɪbɫɛk
cabooses,kəbusɪz
cabrini,kəbɹini
cacao,kəkeɪoʊ
cached,kæʃt
cackling,kækɫɪŋ
cadaver,kədævɝ
caddied,kædid
cadences,keɪdənsɪz
cadiz,kədiz
cadres,kædɹiz
caen,kɑn
caetano,kətɑnoʊ
caffee,kæfi
caftans,kæftænz
cagliari,kæɡɫiɑɹi
cahoon,kəhun
cairns,kɛɹnz
caito,keɪtoʊ
cal,kæɫ
calan,keɪɫən
caldera,kæɫdɛɹə
caldwells,kɔɫdwɛɫz
calendars,kæɫəndɝz
calfed,kæɫfɛd
cali,kæɫi
calif,kæɫɪf
calills,kəɫɪɫz
calix,kæɫɪks
callace,kæɫəs
callari,kɑɫɑɹi
callejas,kɑɫeɪjɑz
callicoat,kæɫɪkoʊt
calma,kɑɫmə
calmed,kɑɫmd
calmly,kɑmɫi
caloric,kəɫɔɹɪk
caltha,kæɫðə
calvano,kɑɫvɑnoʊ
calvi,kɑɫvi
calypso,kəɫɪpsoʊ
camaguey,kæməɡweɪ
camaros,kəmɑɹoʊs
cambre,kæmbɝ
cambys,kæmbiz
camel,kæməɫ
cameramen,kæmɝəmɛn
camilleri,kɑmiɫɛɹi
cammarota,kɑmɑɹoʊtə
camps,kæmps
campanale,kɑmpɑnɑɫi
campoli,kɑmpoʊɫi
campuses,kæmpəsɪz
camuso,kɑmusoʊ
canadas,kænədəz
canals,kənæɫz
canard,kənɑɹd
canby,kænbi
cancino,kɑntʃinoʊ
candella,kɑndɛɫə
candor,kændɝ
canes,keɪnz
canham,kænhəm
canion,kænjən
cannaday,kænədeɪ
cannelton,kænəɫtən
cannock,kænək
canny,kæni
canons,kænənz
canosa,kənoʊsə
canson,kænsən
canteens,kæntinz
cantina,kæntinə
cantons,kæntənz
cantwell,kæntwɛɫ
canvass,kænvəs
capano,kɑpɑnoʊ
capehart,keɪphɑɹt
caper,keɪpɝ
capita,kæpɪtə
capitol,kæpɪtəɫ
caple,keɪpəɫ
capp,kæp
capper,kæpɝ
capra,kæpɹə
caprices,kəpɹisəz
capsize,kæpsaɪz
captains,kæptənz
captives,kæptɪvz
capulet,kæpuɫɛt
caraveras,kɑɹəvɛɹəz
carafate,kɛɹəfeɪt
caras,kɑɹəz
caravelle,kɛɹəvɛɫ
carbaugh,kɑɹbɔ
carboy,kɑɹbɔɪ
carder,kɑɹdɝ
cardona,kɑɹdoʊnə
cards,kɑɹdz
careening,kɝinɪŋ
careful,kɛɹfəɫ
carella,kɑɹɛɫɑ
cares,kɛɹz
carew,kæɹu
cargonoff,kɑɹɡənɔf
carillon,kɛɹəɫɑn
carithers,kæɹɪðɝz
carls,kɑɹɫz
carlin,kɑɹɫɪn
carlitos,kɑɹɫitoʊz
carlough,kɑɹɫoʊ
carlston,kɑɹɫstən
carmakers,kɑɹmeɪkɝz
carmie,kɑɹmi
carneal,kɑɹnəɫ
carnell,kɑɹnəɫ
carnivals,kɑɹnəvəɫz
carols,kɛɹəɫz
carosi,kɝoʊsi
carow,kæɹoʊ
carpets,kɑɹpəts
carra,kɑɹə
carreno,kɑɹɛnoʊ
carriage,kɛɹədʒ
carrier,kæɹiɝ
carries,kæɹiz
carrolls,kɛɹəɫz
carrozza,kɑɹoʊzə
cars,kɑɹz
cartels,kɑɹtɛɫz
carthage,kɑɹθɪdʒ
cartmill,kɑɹtmɪɫ
cartoons,kɑɹtunz
carty,kɑɹti
carved,kɑɹvd
carvilles,kɑɹvɪɫz
casada,kɑsɑdɑ
casals,kəsɑɫz
casbah,kæsbə
casco,kæskoʊ
casella,kəsɛɫə
cashen,kæʃən
cashiers,kæʃɪɹz
cashway,kæʃweɪ
casings,keɪsɪŋz
casler,kæsəɫɝ
caspers,kæspɝz
cassedy,kæsɪdi
casserole,kæsɝoʊɫ
cassoni,kəsoʊni
castaldo,kɑstɑɫdoʊ
castell,keɪstəɫ
castillon,kæstɪɫɑn
castles,kæsəɫz
castpart,kæstpɑɹt
castro,kæstɹoʊ
casually,kæʒəwəɫi
casualty,kæʒwəɫti
catalyze,kætəɫaɪz
catapano,kɑtɑpɑnoʊ
catchers,kætʃɝz
catechism,kætəkɪzəm
caterino,kɑtɝinoʊ
caterwaul,kætɝwɑɫ
catheters,kæθətɝz
cation,kætaɪən
catoe,kætoʊ
catsup,kɛtʃəp
cattlemen,kætəɫmən
cau,kaʊ
caudal,kɑdəɫ
caughman,kɔmən
caulfield,kɔɫfiɫd
causative,kɑzətɪv
causeway,kɑzweɪ
cautioned,kɔʃənd
cavataio,kɑvɑtɑioʊ
caven,keɪvən
caves,keɪvz
cavitt,kævɪt
cawthorn,kɔθɝn
caylin,keɪɫɪn
cazenove,kæzənoʊv
cd,sidi
cearley,sɝɫi
ceases,sisɪz
cecala,tʃɛkɑɫə
cecin,sɛsɪn
ceded,sidɪd
ceding,sidɪŋ
cefalu,tʃɛfɑɫu
celandine,sɛɫəndaɪn
celebrate,sɛɫəbɹeɪt
cells,sɛɫz
cellmarks,sɛɫmɑɹks
cellucci,tʃɛɫutʃi
celo,siɫoʊ
celtics,sɛɫtɪks
censure,sɛnʃɝ
centaurs,sɛntɔɹz
centeno,tʃɛntɛnoʊ
centering,sɛntɝɪŋ
centex,sɛntɛks
centner,sɛntnɝ
centrella,sɛntɹɛɫə
centurys,sɛntʃɝiz
cephus,sɛfəs
cerbone,tʃɝboʊn
cerino,tʃɝinoʊ
cerny,sɝni
cerruti,sɝuti
certo,tʃɛɹtoʊ
cerveny,tʃɝvini
cervone,tʃɝvoʊni
cessna,sɛsnə
cetec,sitɛk
cfo,siɛfoʊ
chachi,tʃɑtʃi
chadian,tʃeɪdiən
chafee,tʃeɪfi
chafin,tʃæfɪn
chaikin,tʃeɪkɪn
chair,tʃɛɹ
chalasani,tʃæɫəsæni
chalifoux,ʃæɫɪfu
chalmette,ʃæɫmɛt
chamblin,tʃæmbɫɪn
chamorro,tʃoʊmɔɹoʊ
champion,tʃæmpiən
champney,tʃæmpni
chances,tʃænsəz
chandon,tʃændɪn
change,tʃeɪndʒ
changsho,tʃæŋʃoʊ
channells,ʃənɛɫz
chants,tʃænts
chapas,tʃɑpəs
chapin,ʃəpæn
chapoton,tʃæpoʊtɑn
chaps,tʃæps
charades,ʃɝeɪdz
chard,tʃɑɹd
chariot,tʃɛɹiət
charities,tʃɛɹɪtiz
charles,tʃɑɹɫz
charlet,tʃɑɹɫɪt
charren,tʃɛɹən
charter,tʃɑɹtɝ
chartrand,tʃɑɹtɹənd
charyl,tʃæɹəɫ
chaska,tʃæskə
chastise,tʃæstaɪz
chatham,tʃætəm
chats,tʃæts
chattel,tʃætəɫ
chatwin,tʃætwɪn
chausse,tʃaʊs
chavalit,tʃəvɑɫɪt
chazen,tʃeɪzən
cheaney,tʃini
cheapo,tʃipoʊ
cheatum,tʃitəm
chechnyan,tʃɛtʃniən
cheddars,tʃɛdɝz
cheeky,tʃiki
cheering,tʃɪɹɪŋ
cheetahs,tʃitəz
cheimi,tʃeɪmi
chelseas,tʃɛɫsiz
chemie,tʃɛmi
chemlawns,kɛmɫɔnz
cheney,tʃeɪni
chenoweth,tʃɛnəwɛθ
chernobyl,tʃɝnoʊbəɫ
cherts,tʃɝts
chesbro,kɛsbɹoʊ
chesney,tʃɛsni
chessman,tʃɛsmən
cheung,tʃjuŋ
cheviots,tʃiviəts
chevron,ʃɛvɹɑn
chew,tʃu
cheyne,tʃeɪn
chiarello,kiɑɹɛɫoʊ
chicago,ʃəkɑɡoʊ
chichi,tʃitʃi
chickens,tʃɪkənz
chides,tʃaɪdz
chiefly,tʃifɫi
chilcoat,tʃɪɫkoʊt
childe,tʃɪɫd
childs,tʃaɪɫdz
chilies,tʃɪɫiz
chilling,tʃɪɫɪŋ
chimenti,tʃɪmɛnti
chimp,tʃɪmp
chinook,ʃɪnʊk
chipboard,tʃɪpbɔɹd
chipmunk,tʃɪpməŋk
chipps,tʃɪps
chiseled,tʃɪzəɫd
chisman,tʃɪsmən
chitinous,kaɪtənəs
chivers,tʃaɪvɝz
cho,tʃoʊ
choi,tʃɔɪ
choirs,kwaɪɹz
choleric,kɑɫɝɪk
chomping,tʃɑmpɪŋ
choong,tʃuŋ
chopin,ʃoʊpæn
chops,tʃɑps
chordates,kɔɹdeɪts
chorus,kɔɹəs
chow,tʃaʊ
chrismer,kɹɪsmɝ
chua,kwɑ
chubby,tʃəbi
chuckling,tʃəkɫɪŋ
chums,tʃəmz
church,tʃɝtʃ
churn,tʃɝn
chutes,ʃuts
ciaccia,tʃiətʃiə
cicala,sɪkɑɫə
cichon,sɪtʃən
cifuentes,sifwɛntɛs
cihlar,sɪɫɝ
cillo,sɪɫoʊ
cimmino,tʃiminoʊ
cinder,sɪndɝ
cio,siaɪoʊ
cipri,sɪpɹi
circling,sɝkəɫɪŋ
cisco,sɪskoʊ
cissell,sɪsəɫ
citadel,sɪtədɛɫ
citibank,sɪtibæŋk
citrano,tʃitɹɑnoʊ
citrons,sɪtɹənz
citys,sɪtiz
ciullo,tʃuɫoʊ
clabaugh,kɫæbɔ
claes,kɫeɪz
clairmont,kɫɛɹmənt
clammy,kɫæmi
clampitt,kɫəmpɪt
clang,kɫæŋ
claptons,kɫæptənz
claremont,kɫɛɹmɑnt
clarins,kɫɛɹɪnz
clarken,kɫɑɹkɛn
clarrisse,kɫæɹɪs
classical,kɫæsɪkəɫ
classon,kɫæsən
claudius,kɫɔdiəs
clauses,kɫɔzɪz
clavicle,kɫævɪkəɫ
clayborn,kɫeɪbɝn
claymont,kɫeɪmɑnt
clean,kɫin
cleanse,kɫɛnz
clearance,kɫɪɹəns
cleavage,kɫivɪdʒ
cleere,kɫɪɹ
clem,kɫɛm
clemmons,kɫɛmənz
clendenen,kɫɛndənən
clercq,kɫɝk
clevinger,kɫɛvɪŋɝ
cliched,kɫiʃeɪd
clients,kɫaɪənts
cliffords,kɫɪfɝdz
climates,kɫaɪməts
climaxed,kɫaɪmækst
climer,kɫaɪmɝ
clines,kɫaɪnz
clings,kɫɪŋz
clipping,kɫɪpɪŋ
clo,siɛɫoʊ
clocked,kɫɑkt
cloer,kɫoʊɝ
cloister,kɫɔɪstɝ
clonidine,kɫɑnɪdin
clore,kɫɔɹ
closeups,kɫoʊsəps
cloth,kɫɔθ
clothilde,kɫɑθɪɫd
clouatre,kɫaʊətɹ
clowney,kɫaʊni
clubbed,kɫəbd
clucks,kɫəks
clukey,kɫuki
clung,kɫəŋ
clusters,kɫəstɝz
clutts,kɫəts
cmos,siɛmoʊɛs
coaching,koʊtʃɪŋ
coale,koʊɫ
coalson,koʊɫsən
coasting,koʊstɪŋ
coauthors,koʊɑθɝz
cobaine,koʊbeɪn
cobblers,kɑbɫɝz
cobey,koʊbi
cobo,koʊboʊ
cobwebs,kɑbwɛbz
coccia,koʊtʃə
cochrans,kɑkɹənz
cocke,koʊk
cockiness,kɑkinəs
cockrell,kɑkɹəɫ
cockwell,kɑkwɛɫ
cocoon,kəkun
coday,koʊdeɪ
codebase,koʊdbeɪs
codified,kɑdəfaɪd
coe,koʊ
coercive,koʊɝsɪv
coffee,kɔfi
coffers,kɑfɝz
cofield,koʊfiɫd
cogema,koʊɡmɑ
coggin,kɑɡɪn
cognac,koʊnjæk
cohere,koʊhɪɹ
cohiba,koʊhibə
cohr,kɔɹ
coiling,kɔɪɫɪŋ
cointreau,kɔntɹoʊ
coke,koʊk
colab,koʊɫæb
colbeck,kɑɫbɛk
colebrook,koʊɫbɹʊk
coleridge,koʊɫɹɪdʒ
coley,koʊɫi
colicchio,koʊɫɪkioʊ
colis,koʊɫɪs
collapsed,kəɫæpst
collate,kəɫeɪt
collect,kəɫɛkt
collects,kəɫɛkts
collier,kɑɫjɝ
collomb,kɑɫɑm
collude,kəɫud
collyer,kɑɫiɝ
colonels,kɝnəɫz
colonist,kɑɫənɪst
colony,kɑɫəni
colorados,kɑɫɝɑdoʊz
colors,kəɫɝz
colour,kəɫɝ
colt,koʊɫt
coltranes,koʊɫtɹənz
columns,kɑɫəmz
com,kɑm
combating,kəmbætɪŋ
combes,koʊmz
combines,kəmbaɪnz
comcasts,kɑmkæsts
comeaux,kəmoʊ
comedown,kəmdaʊn
comfed,kɑmfɛd
comfrey,kəmfɹi
coming,kəmɪŋ
comley,kɑmɫi
commas,kɑməz
commenced,kəmɛnst
commissar,kɑməsɑɹ
committed,kəmɪtɪd
commodity,kəmɑdəti
communes,kɑmjunz
commuting,kəmjutɪŋ
compacts,kəmpækts
compares,kəmpɛɹz
compass,kəmpəs
compeau,kəmpoʊ
competent,kɑmpətɪnt
compile,kəmpaɪɫ
completed,kəmpɫitəd
comport,kəmpɔɹt
compounds,kɑmpaʊndz
comsats,kɑmsæts
conagras,kɑnæɡɹəz
conaty,kɑnəti
concave,kɑnkeɪv
concedes,kənsidz
concerns,kənsɝnz
concerts,kɑnsɝts
conclude,kənkɫud
concocted,kənkɑktəd
concords,kɑnkɔɹdz
conde,kɑnd
condon,kɑndən
conduits,kɑnduəts
cones,koʊnz
conflict,kənfɫɪkt
confound,kɑnfaʊnd
confuses,kənfjuzɪz
congleton,kɑŋɡəɫtɑn
congrove,kɑŋɡɹəv
conifer,kɑnəfɝ
conjuring,kɑndʒɝɪŋ
conlan,kɑnɫən
connally,kɑnəɫi
conners,kɑnɝz
conolly,kɑnoʊɫi
conquest,kɑŋkwɛst
conrady,kənɹɑdi
cons,kɑnz
conscript,kənskɹɪpt
conser,kɑnsɝ
considine,kɑnsɪdaɪn
constanta,kɑnstɑntə
consular,kɑnsəɫɝ
consumed,kənsumd
contacted,kɑntæktɪd
contained,kənteɪnd
contains,kənteɪnz
conte,kɔnteɪ
contender,kəntɛndɝ
contest,kəntɛst
continue,kəntɪnju
contorted,kəntɔɹtəd
contras,kɔntɹəz
controls,kəntɹoʊɫz
controls,kɑntɹɑɫz
convivial,kənvɪviəɫ
coody,kudi
cookbooks,kʊkbʊks
coolant,kuɫənt
coolidge,kuɫɪdʒ
coombe,kumb
cooner,kunɝ
coopers,kupɝz
cooter,kutɝ
copco,kɑpkoʊ
copher,kɑfɝ
copiously,koʊpjəsɫi
coppers,kɑpɝz
coppola,koʊpoʊɫə
copulate,kɑpjəɫeɪt
cor,kɔɹ
corban,kɔɹbən
corbitt,kɔɹbɪt
cordage,kɔɹdədʒ
cordial,kɔɹdʒəɫ
cordless,kɔɹdɫəs
cordovez,kɔɹdoʊvɛz
corel,kɔɹɛɫ
corette,kɔɹɛt
corinth,kɔɹənθ
corkern,kɔɹkɝn
corky,kɔɹki
cormac,kɔɹmək
cornet,kɔɹnɛt
cornforth,kɔɹnfɝθ
corning,kɔɹnɪŋ
cornwall,kɔɹnwɔɫ
coronas,kɝoʊnəz
corp,kɔɹp
corpsman,kɔɹmən
corrales,kɝɑɫɛs
correlate,kɔɹəɫeɪt
corrente,kɝɛnti
corte,kɔɹt
cortesi,kɝtɛsi
cortine,kɔɹtin
corva,kɔɹvə
corzo,kɔɹzoʊ
cosens,koʊsənz
cosic,koʊsɪk
cossack,kɔsək
cost,kɑst
costanza,koʊstɑnzə
costella,kɔstɛɫə
costley,kɑstɫi
costs,kɑsts
cosy,koʊzi
cothren,kɑθɝən
coto,koʊtoʊ
cottam,kɑtəm
couch,kaʊtʃ
coufal,kufæɫ
coughlin,kɔɡɫɪn
coulombe,kaʊɫoʊmbi
counsel,kaʊnsəɫ
counted,kaʊntɪd
countries,kəntɹiz
county,kaʊnti
couponing,kupɑnɪŋ
courage,kɝədʒ
couriers,kɝiɝz
coursing,kɔɹsɪŋ
courtier,kɔɹtiɝ
courts,kɔɹts
cousens,kaʊsənz
cousy,kuzi
couvillon,kuviɫɔn
covault,koʊvɔɫt
coverages,kəvɝədʒɪz
coverings,kəvɝɪŋz
covets,kəvəts
covitz,koʊvɪts
cowardly,kaʊɝdɫi
cowdery,kaʊdɝi
cowering,kaʊɝɪŋ
cowman,kaʊmən
cowslip,kaʊsɫɪp
coyle,kɔɪɫ
cozad,koʊzəd
cozzens,kɑzənz
crabbs,kɹæbz
crack,kɹæk
cracking,kɹækɪŋ
crader,kɹeɪdɝ
crafted,kɹæftɪd
craftsmen,kɹæftsmɛn
cragin,kɹædʒɪn
cramers,kɹeɪmɝz
cramps,kɹæmps
crane,kɹeɪn
cranford,kɹænfɝd
cranley,kɹænɫi
cranston,kɹænstən
cratty,kɹæti
craves,kɹeɪvz
crawl,kɹɔɫ
cray,kɹeɪ
crazed,kɹeɪzd
creagh,kɹiɡ
creamier,kɹimiɝ
creason,kɹisən
creature,kɹitʃɝ
credenza,kɹədɛnzə
creditors,kɹɛdɪtɝz
cree,kɹi
creekmore,kɹikmɔɹ
creepy,kɹipi
crego,kɹɛɡoʊ
creme,kɹim
cresap,kɹɛsəp
crespi,kɹɛspi
cresswell,kɹɛswɛɫ
creveling,kɹɛvəɫɪŋ
crewes,kɹuz
cribs,kɹɪbz
cried,kɹaɪd
crim,kɹɪm
criminals,kɹɪmənəɫz
crimps,kɹɪmps
cripple,kɹɪpəɫ
crisci,kɹɪsi
crisler,kɹɪsɫɝ
crispina,kɹispinə
critchley,kɹɪtʃɫi
critique,kɹətik
critters,kɹɪtɝz
croak,kɹoʊk
crocker,kɹɑkɝ
croff,kɹɔf
cromartie,kɹɑmɑɹti
cronan,kɹoʊnən
cronkhite,kɹɑŋkhaɪt
crooms,kɹumz
cropped,kɹɑpt
crosbys,kɹɔzbiz
crossfire,kɹɔsfaɪɹ
crossno,kɹoʊsnoʊ
crotzer,kɹoʊtzɝ
crout,kɹaʊt
crowbar,kɹoʊbɑɹ
crowe,kɹoʊ
crown,kɹaʊn
crows,kɹoʊz
cruces,kɹusiz
cruddy,kɹədi
cruelest,kɹuɫəst
cruise,kɹuz
crumbaugh,kɹəmbɔ
crumitie,kɹumɪti
crumpled,kɹəmpəɫd
crunching,kɹəntʃɪŋ
crusan,kɹuzən
crust,kɹəst
crutches,kɹətʃɪz
cruzan,kɹuzən
cryer,kɹaɪɝ
cuban,kjubən
cubics,kjubɪks
cucchiara,kukiɑɹə
cucumbers,kjukəmbɝz
cude,kjud
cuenca,kwɛnkə
cuffed,kəft
cuisine,kwɪzin
culex,kjuɫɛks
culler,kəɫɝ
cullimore,kəɫimɔɹ
cullom,kəɫəm
cults,kəɫts
culton,kəɫtən
cups,kəps
cupit,kjupɪt
curable,kjʊɹəbəɫ
curators,kjʊɹətɝz
curbs,kɝbz
cured,kjʊɹd
curing,kjʊɹɪŋ
curl,kɝɫ
curlin,kɝɫɪn
curragh,kɝə
current,kɑɹənt
curry,kɝi
cursor,kɝsɝ
curtains,kɝtənz
curts,kɝts
cushioned,kʊʃənd
cusimano,kusimɑnoʊ
cuss,kəs
cutaway,kətəweɪ
cuter,kjutɝ
cutlass,kətɫəs
cutouts,kətaʊts
cutshaw,kətʃɔ
cutts,kəts
cwiertnia,kwiɹtniə
cyanamid,saɪænəmɪd
cyberporn,saɪbɝpɔɹn
cycads,saɪkædz
cyclical,sɪkɫɪkəɫ
cyclists,saɪkɫɪsts
cylinder,sɪɫəndɝ
cynwyd,sɪnwɪd
cypriot,sɪpɹiət
cyrenius,səɹiniəs
cytherea,sɪθɝiə
czars,zɑɹz
damico,dæmikoʊ
divoire,divwɑɹ
das,dieɪz
dabbles,dæbəɫz
dace,deɪs
dacruz,dɑkɹuz
daddario,dɑdɑɹioʊ
dadisman,dædɪsmən
daenzer,dɛnzɝ
dager,deɪɡɝ
dagon,deɪɡən
dahle,dɑəɫ
dahlstrom,dɑɫstɹəm
dahrain,dəɹeɪn
daimler,deɪmɫɝ
dainty,deɪnti
daisys,deɪziz
dakotan,dəkoʊtən
dalbec,dæɫbɪk
dalesio,dəɫisioʊ
dalgleish,dæɫɡɫɪʃ
dalla,dæɫə
dallmann,dɔɫmən
dalonzo,dəɫɑnzoʊ
dalziel,dæɫziɫ
damages,dæmɪdʒɪz
dambacher,dæmbɑkɝ
dammen,dæmən
damocles,dæməkɫiz
dampened,dæmpənd
damrow,dæmɹoʊ
danby,dænbi
dances,dænsɪz
dandrea,dændɹiə
danella,dənɛɫə
danger,deɪndʒɝ
dangled,dæŋɡəɫd
danielss,dænjəɫzɪz
danjub,dændʒub
danko,dæŋkoʊ
dannen,dænən
danser,dænsɝ
danstett,dænstɛt
danzig,dænzɪɡ
darbys,dɑɹbiz
daredevil,dɛɹdɛvəɫ
dargis,dɑɹɡɪs
darken,dɑɹkən
darland,dɑɹɫənd
darmstadt,dɑɹmstæt
darocha,dɑɹoʊkə
dartboard,dɑɹtbɔɹd
dartt,dɑɹt
dasa,dæsə
dash,dæʃ
dashing,dæʃɪŋ
dassaults,dæsɔɫts
database,deɪtəbeɪs
datacomp,deɪtəkɑmp
dates,deɪts
datum,deɪtəm
dauch,daʊtʃ
daughter,dɔtɝ
daughtry,dɔtɹi
davao,dəvoʊ
davey,deɪvi
davidow,dævɪdoʊ
davinci,dəvɪntʃi
davitt,dəvɪt
dawdy,dɔdi
daws,dɔz
daynard,deɪnɝd
daywalt,deɪwəɫt
dbase,dibeɪs
deaconess,dikənəs
deadbolt,dɛdboʊɫt
deadwyler,dɛdwaɪɫɝ
deakin,dikɪn
dealers,diɫɝz
deandreas,dædɹiəz
dearer,dɪɹɝ
dearth,dɝθ
deaver,divɝ
debarros,deɪbɑɹoʊz
debate,dəbeɪt
debiase,dɪbiɑsi
deblock,dɛbɫək
debold,dɛboʊɫd
deborde,dɪbɔɹd
debris,dəbɹi
debut,deɪbju
decade,dɛkeɪd
